,ORG,LOC,PER,DATE,Mean
lug,0.6130914,0.63268024,0.41566256,0.5775169,0.5597378
kin,0.5740292,0.6059774,0.40532613,0.57276154,0.5395236
nya,0.56188387,0.5643732,0.41208956,0.5489052,0.521813
xho,0.5534903,0.57351995,0.35592973,0.588038,0.5177445
sna,0.55463696,0.5697657,0.36477122,0.57970333,0.5172193
luo,0.53114307,0.55597204,0.39051363,0.5287934,0.5016055
zul,0.5347386,0.53366077,0.3946312,0.52336895,0.49659988
tsn,0.54161036,0.50926167,0.3799682,0.5340967,0.49123424
wol,0.52296853,0.5246383,0.39840198,0.5028347,0.48721087
hau,0.4996487,0.5152726,0.37599218,0.5321577,0.4807678
ibo,0.48152125,0.5316827,0.39480063,0.51333976,0.4803361
twi,0.509886,0.50540215,0.3806016,0.48910955,0.47124982
bam,0.48159248,0.5084765,0.37505123,0.51917136,0.47107288
swa,0.50023896,0.5021447,0.3726446,0.50461996,0.46991208
ewe,0.48787373,0.46786302,0.35479027,0.47019005,0.44517928
mos,0.49680606,0.47897685,0.3371616,0.4654042,0.44458717
pcm,0.4773454,0.46386877,0.34455904,0.4263476,0.42803022
fon,0.45646182,0.4551524,0.35092464,0.40283775,0.41634414
yor,0.40218267,0.4264722,0.32763383,0.4373096,0.3983996
bbj,0.41037872,0.40084523,0.34647486,0.4062053,0.39097604
