,PER,LOC,ORG,DATE,Mean
lug,0.99762833,0.99636596,0.9968734,0.98841655,0.9948211
kin,0.9923599,0.9963143,0.9939792,0.98813677,0.99269754
nya,0.994352,0.99420124,0.99299705,0.98623025,0.99194515
sna,0.9914204,0.99230903,0.9909947,0.9894184,0.9910356
xho,0.98232484,0.99133533,0.9908494,0.9909373,0.9888617
zul,0.9916617,0.9890475,0.98958105,0.9811754,0.98786646
tsn,0.9869208,0.98573434,0.98840266,0.9835917,0.9861623
luo,0.98906195,0.9904651,0.98198485,0.9780938,0.9849014
wol,0.9834989,0.9837924,0.9834272,0.9731518,0.98096764
hau,0.98112726,0.97831166,0.97948605,0.9833634,0.9805721
ibo,0.9868281,0.98549384,0.97776127,0.9692297,0.97982824
twi,0.97940135,0.97647613,0.9813366,0.9656464,0.97571516
swa,0.98213327,0.97255945,0.97029805,0.9691586,0.9735373
bam,0.9792069,0.9685439,0.9658631,0.97744834,0.97276556
ewe,0.97245824,0.97162056,0.97629404,0.9668739,0.9718117
mos,0.9771354,0.9625908,0.97188854,0.9608036,0.9681046
yor,0.9556336,0.9501377,0.95742655,0.94925505,0.9531132
pcm,0.96568036,0.94988596,0.96330464,0.92900467,0.9519689
fon,0.9624511,0.93803126,0.94657975,0.88629544,0.93333936
bbj,0.95032245,0.88858086,0.93020177,0.92011786,0.9223057
