,DATE,LOC,ORG,PER
bam,0.9725742340087891,0.9718255996704102,0.9683535695075989,0.9804745316505432
bbj,0.9647480845451355,0.9511188268661499,0.9844774007797241,0.983515202999115
ewe,0.963944673538208,0.9734193086624146,0.9890007972717285,0.9869784116744995
fon,0.9625464081764221,0.9563586711883545,0.9854466319084167,0.979186475276947
hau,0.9550887942314148,0.9569445848464966,0.9788903594017029,0.9806007146835327
ibo,0.9859358072280884,0.9650197625160217,0.987232506275177,0.9783908128738403
kin,0.9815759658813477,0.9836668372154236,0.9916307926177979,0.9797894358634949
lug,0.978108823299408,0.9875390529632568,0.9698354601860046,0.9874794483184814
luo,0.9807231426239014,0.9845266938209534,0.9838029742240906,0.9818893074989319
mos,0.9591191411018372,0.9654690027236938,0.9858269095420837,0.9773744940757751
nya,0.9752529859542847,0.9780259132385254,0.9887062907218933,0.9861295819282532
pcm,0.9385560154914856,0.9800435304641724,0.9763902425765991,0.9889516234397888
sna,0.9778459072113037,0.9580798149108887,0.9853100776672363,0.9832218289375305
swa,0.9400534629821777,0.9912478923797607,0.9722674489021301,0.9872919917106628
tsn,0.9808223843574524,0.9775059223175049,0.9786016941070557,0.9873285293579102
twi,0.9776966571807861,0.9847238659858704,0.9924660921096802,0.9854772686958313
wol,0.9802796244621277,0.9614307880401611,0.9806699752807617,0.9813123941421509
xho,0.9813340306282043,0.9546605944633484,0.9767772555351257,0.9786537885665894
yor,0.9692568182945251,0.9496069550514221,0.9854167103767395,0.9734287261962891
zul,0.9784106016159058,0.966559112071991,0.9825330972671509,0.9827724695205688
