,LOC,PER,DATE,ORG
bam,0.9999673366546631,0.999993622303009,0.999976396560669,0.9999977946281433
bbj,0.9999731183052063,0.999991238117218,0.9999959468841553,0.9999969601631165
ewe,0.999975860118866,0.99998939037323,0.9999914169311523,0.9999952912330627
fon,0.9999645948410034,0.9999794960021973,0.9999910593032837,0.9999967813491821
hau,0.9999564290046692,0.9999832510948181,0.9999901652336121,0.9999938607215881
ibo,0.9999774694442749,0.9999791979789734,0.9999964833259583,0.9999985694885254
kin,0.9999943375587463,0.9999831914901733,0.9999964237213135,0.999998152256012
lug,0.9999839067459106,0.9999924302101135,0.9999922513961792,0.9999939799308777
luo,0.9999881982803345,0.9999920129776001,0.9999966621398926,0.9999954700469971
mos,0.999965488910675,0.9999862313270569,0.9999943375587463,0.9999938607215881
nya,0.9999693632125854,0.9999938607215881,0.9999937415122986,0.9999917149543762
pcm,0.999971866607666,0.9999897480010986,0.9999842643737793,0.9999936819076538
sna,0.9999867677688599,0.9999892711639404,0.9999962449073792,0.9999955296516418
swa,0.9999974966049194,0.9999845623970032,0.9999850392341614,0.9999932050704956
tsn,0.9999833106994629,0.9999862313270569,0.9999958872795105,0.9999949336051941
twi,0.9999859929084778,0.9999911189079285,0.999996542930603,0.9999977946281433
wol,0.9999629855155945,0.9999887943267822,0.9999974370002747,0.9999885559082031
xho,0.9999721050262451,0.999986469745636,0.9999987483024597,0.999995231628418
yor,0.9999576807022095,0.9999842047691345,0.9999868869781494,0.9999979734420776
zul,0.9999831318855286,0.9999805092811584,0.9999969005584717,0.9999966025352478
