,PER,ORG,DATE,LOC
bam,,0.9674354791641235,,0.9598725438117981
bbj,0.9758179187774658,0.9758020043373108,,0.9053928256034851
ewe,0.9796504378318787,0.9817608594894409,,
fon,0.9723645448684692,0.9847456216812134,,0.9377535581588745
hau,0.9886997938156128,0.9814440608024597,,0.9296241998672485
ibo,,0.9805015325546265,,0.9479327201843262
kin,0.9869412183761597,0.9830321669578552,,0.9468799233436584
lug,0.9772133827209473,0.983169674873352,,
luo,0.9865177869796753,0.9745639562606812,,
mos,0.9756247997283936,0.9780547618865967,,0.9251895546913147
nya,0.9922229051589966,0.9818986654281616,,0.9345173835754395
pcm,0.9918506741523743,0.9263344407081604,,0.9716649055480957
sna,0.9850104451179504,0.9658291935920715,,0.9421437978744507
swa,0.9857608675956726,0.9704630970954895,,0.9788680076599121
tsn,,0.9783041477203369,,0.938279390335083
twi,0.9912630319595337,0.9881977438926697,,0.9719486236572266
wol,0.9882798194885254,0.9715777635574341,,0.9302221536636353
xho,0.9587180614471436,,,0.9238160848617554
yor,,0.9780250787734985,,0.882514238357544
zul,0.9756617546081543,,,0.9222463369369507
