,PER,DATE,ORG,LOC
bam,,,0.9614354372024536,0.980495274066925
bbj,0.9378632307052612,,0.961294949054718,0.9533308744430542
ewe,0.9459825158119202,,0.9761128425598145,
fon,0.9406684041023254,,0.9673572182655334,0.9752481579780579
hau,0.9551072120666504,,0.9849096536636353,0.9799173474311829
ibo,,,0.9753502011299133,0.9872773289680481
kin,0.9509407877922058,,0.985094428062439,0.9858835935592651
lug,0.9581869840621948,,0.9918171167373657,
luo,0.9496572613716125,,0.9744164943695068,
mos,0.9469021558761597,,0.977645218372345,0.9708141088485718
nya,0.9602235555648804,,0.9872410297393799,0.9862048625946045
pcm,0.9397042393684387,,0.9475263357162476,0.9467999935150146
sna,0.9479349851608276,,0.9863038063049316,0.9870215058326721
swa,0.9558568000793457,,0.9565914869308472,0.9714453816413879
tsn,,,0.980364203453064,0.9812630414962769
twi,0.9507637619972229,,0.9858096241950989,0.9814083576202393
wol,0.9484385251998901,,0.9743555784225464,0.9767513871192932
xho,0.9428060054779053,,,0.981361985206604
yor,,,0.9568614363670349,0.9562142491340637
zul,0.9551622271537781,,,0.9727945923805237
