,PER,DATE,ORG,LOC
bam,0.9998852610588074,0.9999061822891235,0.9999109506607056,0.9998985528945923
bbj,0.9998613595962524,0.9997879266738892,0.9998804926872253,0.9998791813850403
ewe,0.9998746514320374,0.9998928904533386,0.9998896718025208,0.999912679195404
fon,0.9997732043266296,0.9996005296707153,0.9998951554298401,0.9999052286148071
hau,0.9999205470085144,0.999912440776825,0.9999422430992126,0.9999623894691467
ibo,0.9999117851257324,0.9999220967292786,0.9999066591262817,0.9999364614486694
kin,0.9998957514762878,0.9998898506164551,0.9999607801437378,0.9999677538871765
lug,0.9999395608901978,0.9999152421951294,0.9999700784683228,0.9999518990516663
luo,0.9999033808708191,0.9999256134033203,0.9999041557312012,0.9999454617500305
mos,0.9998993873596191,0.9998596906661987,0.9999332427978516,0.999918520450592
nya,0.9999344348907471,0.9998883605003357,0.999967098236084,0.9999691247940063
pcm,0.9998249411582947,0.9997929930686951,0.9997998476028442,0.9998801946640015
sna,0.9998956918716431,0.9998270273208618,0.9999706149101257,0.999929666519165
swa,0.9998883605003357,0.9998871684074402,0.9999144077301025,0.9999388456344604
tsn,0.999913215637207,0.9999278783798218,0.999934732913971,0.9999350309371948
twi,0.9999233484268188,0.999885618686676,0.9999300837516785,0.9999011158943176
wol,0.9998737573623657,0.9998992085456848,0.9999070763587952,0.9999225735664368
xho,0.9998903274536133,0.9999662637710571,0.9999621510505676,0.9999615550041199
yor,0.9998366236686707,0.9997262358665466,0.9998158812522888,0.9998021125793457
zul,0.9999315142631531,0.999908983707428,0.9999697804450989,0.9999361038208008
