,PER,DATE,ORG,LOC
bam,0.9993752241134644,0.999424397945404,0.9994933009147644,0.9993259310722351
bbj,0.9991068840026855,0.9987545609474182,0.9992743134498596,0.9992271661758423
ewe,0.9992644190788269,0.9993129968643188,0.9993770122528076,0.9995182156562805
fon,0.9986280798912048,0.9977396726608276,0.9994621276855469,0.9994954466819763
hau,0.9995467066764832,0.9994936585426331,0.9996668696403503,0.9997864365577698
ibo,0.9995176196098328,0.9996036887168884,0.9994251728057861,0.9996568560600281
kin,0.9992902874946594,0.999356746673584,0.9997696876525879,0.9998060464859009
lug,0.9996272325515747,0.9995281100273132,0.9998438358306885,0.9997546672821045
luo,0.9994182586669922,0.999587893486023,0.9994465112686157,0.9997026324272156
mos,0.9994790554046631,0.9992004632949829,0.9996404051780701,0.9995518326759338
nya,0.9996357560157776,0.9993643760681152,0.9998143315315247,0.9998229742050171
pcm,0.998997151851654,0.9985195398330688,0.9986526966094971,0.9992329478263855
sna,0.9993945956230164,0.9991846084594727,0.9998081922531128,0.9995587468147278
swa,0.9993045330047607,0.9993628859519958,0.9995749592781067,0.9996690154075623
tsn,0.999512255191803,0.9996044039726257,0.9996317028999329,0.9996360540390015
twi,0.9995617866516113,0.9993441700935364,0.9996117353439331,0.9994966387748718
wol,0.9992687106132507,0.999488115310669,0.9994703531265259,0.9995157718658447
xho,0.9993532299995422,0.9998188614845276,0.9997715353965759,0.9997761249542236
yor,0.9989941120147705,0.9984742403030396,0.9989825487136841,0.9988211989402771
zul,0.9996054768562317,0.9995224475860596,0.9998124241828918,0.9996259808540344
