,PER,DATE,ORG,LOC
bam,,,0.927329957485199,0.9644814133644104
bbj,,,0.9120587110519409,0.854067325592041
ewe,0.9361610412597656,,0.9588950276374817,
fon,0.9205136895179749,,0.9208505749702454,0.9461813569068909
hau,0.9506423473358154,,0.9762024879455566,0.9667686820030212
ibo,,,0.9599795937538147,0.9788880944252014
kin,0.9551814794540405,,0.9803045392036438,0.978434681892395
lug,0.9632552266120911,,0.9878902435302734,
luo,0.9494239687919617,,0.9615446925163269,
mos,0.9393304586410522,,0.9666497111320496,
nya,0.962146520614624,,0.9801984429359436,0.9774385690689087
pcm,0.9340159893035889,,,0.9119047522544861
sna,0.9529232978820801,,0.9805601239204407,0.9773817658424377
swa,0.9524466395378113,,0.952738344669342,0.963931143283844
tsn,,,0.9737192392349243,0.969386637210846
twi,0.9406134486198425,,0.972570538520813,0.9660091996192932
wol,0.9482753872871399,,0.9671799540519714,0.9635396599769592
xho,0.9434322118759155,,,0.9703229069709778
yor,,,0.9493097066879272,0.9361623525619507
zul,0.9577876925468445,,,0.9555754661560059
