,LOC,ORG,DATE,PER,Mean
kin,0.7541013,0.79019904,0.7956259,0.66378,0.75092655
lug,0.7416642,0.7969141,0.7878195,0.6665642,0.74824053
sna,0.75304425,0.7780783,0.78073657,0.6529154,0.74119365
nya,0.73985016,0.78998744,0.7659321,0.6629389,0.73967713
luo,0.7413435,0.7634398,0.77423143,0.6643994,0.7358535
tsn,0.7167991,0.77355397,0.7758101,0.661951,0.7320286
wol,0.7381621,0.75293356,0.7791331,0.6549735,0.7313006
ibo,0.7360362,0.7431546,0.7754952,0.6588223,0.72837704
twi,0.72177625,0.76520455,0.75056577,0.6649778,0.72563106
xho,0.7357613,0.75219005,0.74498534,0.6604422,0.7233447
zul,0.72433096,0.7546172,0.7502518,0.6577976,0.72174937
ewe,0.7133757,0.75608253,0.7407055,0.66228867,0.71811306
swa,0.725235,0.74565583,0.724127,0.67278856,0.7169516
pcm,0.7306303,0.7545328,0.70812154,0.6666022,0.71497166
mos,0.71928215,0.75190055,0.71844083,0.6602464,0.7124675
bam,0.72552365,0.7242755,0.7292994,0.6571206,0.7090548
hau,0.72442937,0.74738157,0.6981485,0.6652852,0.70881116
yor,0.7045934,0.7251077,0.74000436,0.65633917,0.70651114
fon,0.7030553,0.7414951,0.69212604,0.660946,0.69940555
bbj,0.6988259,0.71714777,0.7121621,0.65944403,0.69689494
