,DATE,LOC,ORG,PER,Mean
lug,0.989823150756571,0.9898857188929536,0.9923176724018351,0.9984081003328359,0.9926086605960489
sna,0.9933460451377372,0.9890585180100547,0.9930834973453389,0.9942445221223349,0.9924331456538664
kin,0.9886296100171015,0.9943274529275683,0.9940198528576443,0.9916251611549389,0.9921505192393132
nya,0.9862970734172181,0.9908818367755351,0.994085288732587,0.9942038333901644,0.9913670080788761
twi,0.9867034906832871,0.9874805469930515,0.9926634903539103,0.9939058091299272,0.990188334290044
ibo,0.9904532279379573,0.9882902757152094,0.9834324588798595,0.9943805858356016,0.989139137092157
xho,0.9933118672505088,0.9831851731282846,0.9892695309665754,0.9867178895154743,0.9881211152152107
luo,0.9788021837986656,0.9888107548912554,0.9894748369984306,0.9938625591834882,0.9877375837179598
hau,0.9875179545710656,0.9823987923834552,0.9880925581948233,0.9908310873314266,0.9872100981201927
wol,0.9868552792906613,0.9804893118324707,0.9854723473971869,0.9908138349028334,0.985907693355788
zul,0.9821918807193499,0.980615169626376,0.9898027341363341,0.9868761282315344,0.9848714781783986
tsn,0.9831908699860095,0.9791875526247776,0.9849482998460198,0.9912433411840949,0.9846425159102254
mos,0.9739618576317951,0.979070934318333,0.9877837492758091,0.9916796108685989,0.983124038023634
swa,0.9703332729459073,0.9787096499750136,0.9819388660621331,0.9960278020557098,0.9817523977596909
ewe,0.975853210072547,0.9708616100577908,0.9870757391212746,0.9909480484321677,0.981184651920945
bam,0.9780051207417721,0.9805617299778321,0.9776929107088914,0.9873597652920577,0.9809048816801385
fon,0.968368707290538,0.9723835064256844,0.9843615735960884,0.9877680878321408,0.9782204687861129
bbj,0.969859843893249,0.9572368074125939,0.9718708414510892,0.9902585011733113,0.9723064984825608
yor,0.9637049870631085,0.9627193843922756,0.9813118872908559,0.9790478762657977,0.9716960337530095
pcm,0.9325338969011807,0.9687670643787223,0.9800157200350613,0.9932481099573898,0.9686411978180886
