,DATE,PER,LOC,ORG
bam,0.9999988079071045,0.9999994039535522,0.9999990463256836,0.9999986886978149
bbj,0.999998927116394,0.999999463558197,0.9999986290931702,0.9999993443489075
ewe,0.999998927116394,0.9999993443489075,0.9999986290931702,0.9999996423721313
fon,0.9999988079071045,0.9999993443489075,0.9999988675117493,0.9999995231628418
hau,0.9999987483024597,0.9999994039535522,0.9999979734420776,0.9999988079071045
ibo,0.9999995827674866,0.999999463558197,0.9999992251396179,0.9999997019767761
kin,0.9999992251396179,0.9999991059303284,0.9999996423721313,0.9999993443489075
lug,0.9999992847442627,0.999998927116394,0.9999997019767761,0.9999992251396179
luo,0.9999993443489075,0.9999996423721313,0.9999997615814209,0.9999995827674866
mos,0.9999987483024597,0.9999992251396179,0.9999988675117493,0.9999994039535522
nya,0.9999992251396179,0.9999997615814209,0.9999989867210388,0.9999995231628418
pcm,0.9999977946281433,0.9999997019767761,0.9999992251396179,0.9999990463256836
sna,0.9999992847442627,0.9999995827674866,0.9999983310699463,0.9999994039535522
swa,0.9999982118606567,0.999999463558197,0.9999999403953552,0.9999989867210388
tsn,0.9999994039535522,0.9999993443489075,0.9999990463256836,0.9999991655349731
twi,0.9999993443489075,0.9999997019767761,0.9999995231628418,0.9999997615814209
wol,0.9999992251396179,0.9999996423721313,0.9999980926513672,0.9999991059303284
xho,0.9999995231628418,0.999998927116394,0.9999978542327881,0.9999995231628418
yor,0.9999991059303284,0.9999995231628418,0.9999985098838806,0.9999995827674866
zul,0.9999995231628418,0.9999993443489075,0.9999984502792358,0.9999988079071045
