,ORG,PER,DATE,LOC
bam,0.9608920216560364,0.9854207634925842,,0.9747530817985535
bbj,0.9624797105789185,0.9757726192474365,,0.9205572009086609
ewe,0.9639905691146851,0.9804233312606812,,0.9642565250396729
fon,0.972645103931427,0.956401526927948,,0.966939389705658
hau,0.9810654520988464,0.9827591776847839,,0.9729279279708862
ibo,0.9696780443191528,0.989457368850708,,0.9753053784370422
kin,0.9682418704032898,0.9940412640571594,,0.9682952165603638
lug,0.9881935715675354,0.9923873543739319,,0.9691574573516846
luo,0.9587932229042053,0.9904292821884155,,0.9731200933456421
mos,0.9780267477035522,0.9847989678382874,,0.9841660261154175
nya,0.9752150774002075,0.9833422303199768,,0.9636929631233215
pcm,0.9593791961669922,0.9775263667106628,,0.9529220461845398
sna,0.9894698858261108,0.9832469820976257,,0.9855238795280457
swa,0.9631931781768799,0.9753175377845764,,0.9741756916046143
tsn,0.9684501886367798,0.9717321991920471,,0.9619460701942444
twi,0.9836682081222534,0.9897284507751465,,0.9743866324424744
wol,0.9710882902145386,0.9726519584655762,,0.9733004570007324
xho,0.9833651781082153,0.9590836763381958,,0.9731256365776062
yor,0.9735790491104126,0.9602764248847961,,0.9243102073669434
zul,0.9827486276626587,0.9809460043907166,,0.984178900718689
