,LOC,PER,ORG,DATE
bam,0.9576882123947144,,0.9273079633712769,
bbj,0.9087425470352173,,0.9465235471725464,
ewe,,0.9716235399246216,0.9428675174713135,
fon,0.9515953063964844,0.9368695020675659,0.9581226110458374,
hau,0.9616488814353943,0.974044919013977,0.9673669338226318,
ibo,0.9616114497184753,,0.9554328918457031,
kin,0.9588797688484192,0.9852604866027832,0.9532740116119385,
lug,,0.9865983724594116,0.9786103367805481,
luo,,0.9823129773139954,0.9427307844161987,
mos,,0.974709689617157,0.9646238088607788,
nya,0.950253427028656,0.9864374995231628,0.9614260792732239,
pcm,0.9226863980293274,0.9683836102485657,0.9417176246643066,
sna,0.9718098044395447,0.9756082892417908,0.9817407727241516,
swa,0.9565945863723755,0.96720290184021,0.9431228041648865,
tsn,0.9379665851593018,,0.9490621089935303,
twi,0.9641408920288086,0.9850879311561584,0.9731852412223816,
wol,0.9613966941833496,0.9638601541519165,0.9559963345527649,
xho,0.9554799795150757,0.9452300667762756,,
yor,0.9126220941543579,,0.958332896232605,
zul,0.9635891914367676,0.974249541759491,,
