,LOC,PER,ORG,DATE
bam,,,0.9373186230659485,
bbj,,,0.9145991206169128,
ewe,,0.8956408500671387,0.9582699537277222,
fon,,0.8735138773918152,,
hau,,0.9141499996185303,0.9111341834068298,
ibo,0.9723014831542969,,0.9421324133872986,
kin,,,0.9717855453491211,
lug,,0.9168556928634644,0.974901020526886,
luo,,0.9071858525276184,0.9675998687744141,
mos,,0.9032177925109863,0.9605091214179993,
nya,,,0.9743279814720154,
pcm,0.8965213894844055,0.9136152863502502,,
sna,0.9800660610198975,0.8833895921707153,,
swa,,0.8967114686965942,,
tsn,0.9565783143043518,,0.9442198276519775,
twi,,0.9240352511405945,,
wol,,,0.970422089099884,
xho,0.9748522043228149,0.8742409348487854,,
yor,0.9397835731506348,,0.9550445079803467,
zul,0.960709273815155,,,
