,LOC,PER,ORG,DATE
bam,0.9856393337249756,0.9916067123413086,0.984051525592804,
bbj,0.952724814414978,0.984383761882782,0.9776124358177185,
ewe,0.9863152503967285,0.989000141620636,0.9820861220359802,
fon,0.9821782112121582,0.981140673160553,0.9840453267097473,
hau,0.9843111038208008,0.9904785752296448,0.9882290959358215,
ibo,0.9842615723609924,0.9940211176872253,0.9824994802474976,
kin,0.9832576513290405,0.9964799880981445,0.9774839878082275,
lug,0.9829540252685547,0.9940025210380554,0.9910033941268921,
luo,0.9851377606391907,0.9933747053146362,0.9784192442893982,
mos,0.9910413026809692,0.9939374923706055,0.9839999675750732,
nya,0.9817116856575012,0.9909322261810303,0.9846193790435791,
pcm,0.982750654220581,0.99128657579422,0.9768722057342529,
sna,0.9882651567459106,0.9915448427200317,0.9924573302268982,
swa,0.9852541089057922,0.989313006401062,0.973624587059021,
tsn,0.9779502153396606,0.990498423576355,0.9797641038894653,
twi,0.9886335134506226,0.995109498500824,0.9916073083877563,
wol,0.9849401712417603,0.9892916679382324,0.9821662306785583,
xho,0.9848097562789917,0.9801800847053528,0.9862062931060791,
yor,0.9582429528236389,0.9768637418746948,0.9818131923675537,
zul,0.9747622609138489,0.991712749004364,0.9867337346076965,
