,PER,LOC,ORG,DATE,Mean
xho,0.74277234,0.7748636,0.665045,0.73275703,0.72885954
nya,0.7453065,0.69098216,0.8420526,0.62879646,0.72678447
tsn,0.7194631,0.74860406,0.7824565,0.65584433,0.72659194
wol,0.6865686,0.7962748,0.77007675,0.64218646,0.72377664
sna,0.7165914,0.6787633,0.8506249,0.6403144,0.72157353
zul,0.7512649,0.6741936,0.7000852,0.75282204,0.7195915
luo,0.67307174,0.708182,0.8499545,0.63448846,0.7164242
hau,0.646365,0.7353565,0.81372094,0.66141593,0.71421456
kin,0.6665422,0.6845517,0.8725098,0.6177189,0.71033067
lug,0.66750294,0.6748774,0.85735077,0.6342678,0.7084997
ewe,0.681932,0.7062565,0.7729269,0.67009604,0.7078029
pcm,0.6851207,0.6967857,0.81199557,0.62177306,0.70391876
swa,0.7008643,0.7013991,0.7700242,0.63402855,0.701579
twi,0.67904854,0.6799669,0.811476,0.6162897,0.69669527
mos,0.6800138,0.69104016,0.7736473,0.6358164,0.6951294
bam,0.6963502,0.6819604,0.7391174,0.6615303,0.6947396
yor,0.6768669,0.69938946,0.76532084,0.6302841,0.6929653
ibo,0.6765878,0.6652877,0.82209367,0.60587245,0.6924604
fon,0.7214753,0.71662307,0.6707958,0.6182743,0.68179214
bbj,0.6540042,0.639144,0.77149224,0.606368,0.66775215
