,ORG,DATE,PER,LOC
bam,0.9577304720878601,,,0.9730249643325806
bbj,0.9687822461128235,,,0.9398658275604248
ewe,0.9648044109344482,,0.9488803148269653,
fon,0.9788278341293335,,0.9343845844268799,0.9529502391815186
hau,0.9699444770812988,,0.9550421237945557,0.9470579028129578
ibo,0.971341609954834,,,0.9662741422653198
kin,0.9618957042694092,,0.9547755718231201,0.969113290309906
lug,0.9747891426086426,,0.9394620656967163,
luo,0.9662953615188599,,0.9624633193016052,
mos,0.9706478714942932,,0.934116780757904,
nya,0.9703131914138794,,,0.947618842124939
pcm,,,0.9450273513793945,0.9777370095252991
sna,,,0.9554975032806396,0.9744192361831665
swa,0.9391698837280273,,0.9562399387359619,0.9706637859344482
tsn,0.9666746854782104,,,0.9545302391052246
twi,0.981715738773346,,0.961897611618042,0.9670184850692749
wol,0.9572184681892395,,0.9609067440032959,0.9549210071563721
xho,,,0.9505587220191956,0.957499623298645
yor,0.9677850008010864,,,0.9149868488311768
zul,,,,0.9582858085632324
