,ORG,DATE,PER,LOC
bam,0.9641088247299194,,,
bbj,0.9711074829101562,,,0.9230216145515442
ewe,0.9674572944641113,,0.9525976181030273,
fon,,,0.9377486705780029,
hau,0.9762864708900452,,0.9590674638748169,
ibo,0.9696731567382812,,,0.9720639586448669
kin,0.9660062789916992,,,
lug,0.977452278137207,,0.9311054348945618,
luo,0.9701727032661438,,0.9659556150436401,
mos,0.976650059223175,,0.9270983934402466,
nya,0.9701904654502869,,,
pcm,,,0.9510411024093628,0.9793913960456848
sna,,,0.9615914225578308,0.9698644280433655
swa,,,0.9512035846710205,
tsn,0.9710462093353271,,,0.9582996368408203
twi,,,0.9643926620483398,
wol,0.9632850289344788,,,
xho,,,0.9550509452819824,0.9517514705657959
yor,0.972871720790863,,,0.9159857630729675
zul,,,,0.9497633576393127
