,DATE,ORG,LOC,PER,Mean
twi,0.9831559582716253,0.995793339980979,0.9861787201725986,0.9961108181895639,0.9903097091536917
kin,0.9841548967804669,0.9947708348629477,0.9862105775539121,0.9940637466252406,0.9898000139556418
swa,0.9780444672372403,0.9951688058328934,0.9905439623348028,0.9950446807756291,0.9897004790451414
luo,0.985037967202041,0.9947147258432085,0.9813615200974746,0.9961591821982846,0.9893183488352522
lug,0.9760724332932222,0.9886274920675393,0.98909594258642,0.9991536489002215,0.9882373792118508
ibo,0.9909002904533024,0.9934627934710347,0.9723098309498583,0.9945692183572974,0.9878105333078732
sna,0.9937006579586531,0.9927360443564713,0.9668884458416893,0.9947274811195388,0.9870131573190881
nya,0.9829153447914712,0.9953483029283469,0.9689201937474112,0.9919352589412667,0.9847797751021239
ewe,0.9627427064868175,0.9932438308758688,0.9815802778062862,0.9960883426481512,0.9834137894542808
tsn,0.9840369220082416,0.9943636761338518,0.9591840003087694,0.9941619844317264,0.9829366457206473
zul,0.9832940454439976,0.9913264043580203,0.963183727434042,0.9880733666539528,0.9814693859725032
xho,0.9933571015638547,0.9882450192499921,0.9462371652299895,0.9906206373051484,0.9796149808372462
wol,0.9828574514116676,0.9926952032729885,0.9485325164378108,0.9927787167427852,0.979215971966313
hau,0.9895387156922834,0.9909443100863194,0.9408037903084541,0.9952230482277524,0.9791274660787024
bam,0.980036143853115,0.9849018154475311,0.9587388931290068,0.9926758612634939,0.9790881784232867
pcm,0.938329133231287,0.9894587191302453,0.985517897554463,0.9966625161636473,0.9774920665199107
fon,0.9782861485380256,0.9916109294203397,0.9402532676912206,0.9950063266205077,0.9762891680675234
mos,0.9698667048936673,0.9933945840042272,0.9447684152002812,0.9944048341972773,0.9756086345738633
bbj,0.9626504289815808,0.9817373551456086,0.9242773097160347,0.9955795732969609,0.9660611667850462
yor,0.9742726925415001,0.9901559799504511,0.9143591408167492,0.9801062208140248,0.9647235085306813
