,LOC,DATE,PER,ORG,Mean
twi,0.9363282918930054,,0.9693874716758728,0.9663890600204468,0.957368274529775
lug,0.9259214401245117,,0.9536125659942627,0.9644731283187866,0.9480023781458536
ibo,0.9068501591682434,,0.9631289839744568,0.9572821259498596,0.9424204230308533
kin,0.9159203767776489,,0.9733151793479919,0.9301103949546814,0.9397819836934408
hau,0.8931708335876465,,0.9647040963172913,0.9586488008499146,0.9388412435849508
mos,0.9173632860183716,,0.9494142532348633,0.9481616616249084,0.9383130669593811
sna,0.8957235217094421,,0.9639520049095154,0.9534337520599365,0.9377030928929647
nya,0.896734893321991,,0.9662424325942993,0.9431658983230591,0.9353810747464498
tsn,0.8939298987388611,,0.9582757949829102,0.9499484896659851,0.9340513944625854
wol,0.9014896750450134,,0.9585438966751099,0.941314697265625,0.9337827563285828
ewe,0.920120120048523,,0.9421904683113098,0.9330259561538696,0.9317788481712341
bam,0.9165650010108948,,0.9615713357925415,0.9122636318206787,0.930133322874705
luo,0.9349913001060486,,0.9386315941810608,0.9145674109458923,0.9293967684110006
fon,0.8966101408004761,,0.9437413811683655,0.9478057026863098,0.9293857415517172
zul,0.8917676210403442,,0.9374277591705322,0.9588177800178528,0.929337720076243
pcm,0.9018762707710266,,0.9582962393760681,0.9126501083374023,0.924274206161499
xho,0.8781797885894775,,0.9265715479850769,0.9535971283912659,0.9194494883219401
swa,0.9066938757896423,,0.9421811699867249,0.9065316915512085,0.9184689124425253
bbj,0.8276137709617615,,0.9503095746040344,0.934201180934906,0.9040415088335673
yor,0.7913416028022766,,0.8923888802528381,0.936258852481842,0.873329778512319
