,DATE,ORG,PER,LOC
bam,,0.875709056854248,0.9718555212020874,0.9253218173980713
bbj,,0.9374820590019226,0.9683331251144409,0.7976123690605164
ewe,,0.9457316398620605,0.9493368864059448,0.945093035697937
fon,,0.9549010396003723,0.94459468126297,0.8797709941864014
hau,,0.9427692294120789,0.9710095524787903,0.8622919321060181
ibo,,0.9572277069091797,0.975730836391449,0.8676086068153381
kin,,0.9546384811401367,0.9615286588668823,0.9193305969238281
lug,,0.9472358822822571,0.9380640983581543,0.9571654796600342
luo,,0.9046140909194946,0.9587177634239197,0.952335000038147
mos,,0.9448460340499878,0.9553096294403076,0.8696824312210083
nya,,0.9561623334884644,0.9833391904830933,0.8845418691635132
pcm,,0.904236912727356,0.9771623015403748,0.9415647387504578
sna,,0.9276186227798462,0.9618306159973145,0.8630555272102356
swa,,0.9224982857704163,0.9658058285713196,0.9484918713569641
tsn,,0.9515244960784912,0.9638254046440125,0.9133061766624451
twi,,0.9682869911193848,0.9781589508056641,0.9497030973434448
wol,,0.9524640440940857,0.969414472579956,0.8726688623428345
xho,,0.9320032596588135,0.8916984796524048,0.8384251594543457
yor,,0.9360266327857971,0.9234582185745239,0.693756639957428
zul,,0.9438837766647339,0.9270634055137634,0.8616679906845093
