,PER,LOC,ORG,DATE,SWD_mean
bam,0.00942664131798665,0.013521104948267748,0.013860772724001436,0.01068462527155134,0.011873286065451794
bbj,0.008189888974811765,0.01752058536567347,0.010390635608018783,0.012268566183138319,0.012092419032910584
ewe,0.009771611502401356,0.011462665591352561,0.008701079245838628,0.018226671098091174,0.01204050685942093
fon,0.009681742834800389,0.013743308959419664,0.008894560518456274,0.01193351921165231,0.01106328288108216
hau,0.008875090628862381,0.01398660589075007,0.008868068439369381,0.009071859748019051,0.01020040617675022
ibo,0.00836913731200184,0.013528915374081407,0.008440096716185508,0.008051212555528764,0.00959734048944938
kin,0.00965390954115719,0.009050050101905072,0.007556018085779215,0.008930061037062842,0.00879750969147608
lug,0.007685818790378107,0.009423910863915808,0.010518950133700855,0.01068575708723074,0.009578609218806378
luo,0.009161995841168391,0.010114656514815579,0.008245830879786809,0.0088852008188951,0.00910192101366647
mos,0.009670317122072447,0.013015934377108351,0.008556100758141838,0.014629303052061005,0.01146791382734591
nya,0.007600106203426549,0.00977207877622277,0.008496400801050186,0.009853715297595045,0.008930575269573637
pcm,0.0067839563025700045,0.009497468266999931,0.011535622223163955,0.01622946644511103,0.01101162830946123
sna,0.008027825970202684,0.014054296763788443,0.009015961523800797,0.007949948249006411,0.009762008126699584
swa,0.009149820918537444,0.0071300588688245625,0.010194617142587958,0.012046665507114085,0.009630290609266012
tsn,0.009364214683046157,0.010138053437003691,0.009355306052384549,0.009211752393639472,0.009517331641518467
twi,0.007966693487105658,0.009076105281565106,0.006945042633105913,0.010760938035673462,0.008687194859362535
wol,0.008788322189502651,0.012954641283613455,0.009386185108269274,0.00975389867744525,0.010220761814707657
xho,0.009023592656376422,0.014408013269530784,0.010401281041595212,0.007982002085100248,0.010453722263150667
yor,0.013224438498582458,0.016506612863850023,0.010245306035358226,0.013189636212700862,0.013291498402622892
zul,0.010738360879258835,0.01269552847588784,0.009239074545803305,0.008485936005399708,0.010289724976587422
