,PER,ORG,LOC,DATE,Mean
twi,0.9893191456794739,0.992461621761322,0.9884527921676636,0.9794266223907471,0.9874150454998016
kin,0.9832434058189392,0.9923286437988281,0.9853057265281677,0.9819759130477905,0.9857134222984314
luo,0.984717071056366,0.9846178293228149,0.9875735640525818,0.9840368032455444,0.9852363169193268
ibo,0.9866634011268616,0.9872313737869263,0.9719406962394714,0.9882294535636902,0.9835162311792374
tsn,0.9865566492080688,0.97904372215271,0.9815459847450256,0.9821036458015442,0.9823125004768372
nya,0.9915412664413452,0.9887892603874207,0.9717175364494324,0.9720104336738586,0.9810146242380142
lug,0.9697900414466858,0.9807710647583008,0.9900175929069519,0.9804403781890869,0.9802547693252563
zul,0.9842708110809326,0.9838517904281616,0.971256673336029,0.9782440066337585,0.9794058203697205
ewe,0.9838727712631226,0.9895299077033997,0.9769290685653687,0.9668832421302795,0.9793037474155426
wol,0.9867321252822876,0.9800920486450195,0.9622817039489746,0.9814650416374207,0.9776427298784256
bam,0.9860475659370422,0.9720330238342285,0.9763016104698181,0.9752662181854248,0.9774121046066284
sna,0.9850513339042664,0.9805915951728821,0.9635998010635376,0.9764387607574463,0.9764203727245331
xho,0.9835813045501709,0.9772474765777588,0.9604965448379517,0.9814247488975525,0.9756875187158585
mos,0.9785558581352234,0.9871254563331604,0.9701359868049622,0.9627473950386047,0.9746411740779877
fon,0.980971097946167,0.9866523742675781,0.9640001058578491,0.9656333923339844,0.9743142426013947
swa,0.9869503974914551,0.9731618762016296,0.99314284324646,0.9425439834594727,0.9739497750997543
yor,0.9795888662338257,0.9861704111099243,0.9587040543556213,0.9707597494125366,0.973805770277977
bbj,0.9866145253181458,0.9848489165306091,0.9570252895355225,0.965991199016571,0.9736199826002121
pcm,0.9894014000892639,0.9778357148170471,0.9851608276367188,0.9402758479118347,0.9731684476137161
hau,0.979663074016571,0.9809519648551941,0.9656129479408264,0.9612055420875549,0.9718583822250366
