,ORG,DATE,PER,LOC,Mean
ibo,0.9854529500007629,,,0.9752687811851501,0.9803608655929565
ewe,0.9885573983192444,,0.925454318523407,0.9755939245223999,0.9798979174632293
twi,0.9911646246910095,,0.9267000555992126,0.9701336026191711,0.9785741498837104
mos,0.9817066192626953,,0.9126853346824646,0.9774278402328491,0.9769948491683373
fon,0.984088659286499,,0.9192176461219788,0.9738356471061707,0.9766642875396289
tsn,0.9784368276596069,,,0.974011242389679,0.9762240350246429
nya,0.9806116819381714,,0.924383282661438,0.9735495448112488,0.9750537929626611
kin,0.9829380512237549,,0.9058211445808411,0.972705602645874,0.9750525699212
bbj,0.9842100739479065,,0.9208500981330872,0.9701069593429565,0.9749928082411106
sna,0.9727545380592346,,0.9208142161369324,0.9798009991645813,0.9741445550551782
zul,0.9792636036872864,,0.9075911045074463,0.9732810258865356,0.9736307297761624
xho,0.9723246097564697,,0.9135552048683167,0.9743321537971497,0.9710294134341754
wol,0.9725867509841919,,0.9179103374481201,0.9723756313323975,0.9703823121694418
pcm,0.9634441137313843,,0.9294482469558716,0.979264497756958,0.9697425342523135
yor,0.980755090713501,,,0.9570872187614441,0.9689211547374725
hau,0.9803223609924316,,0.9231930375099182,0.9570425748825073,0.9669328744594867
lug,0.9719219207763672,,0.9019840359687805,,0.9667413367165459
bam,0.95635586977005,,0.8910263180732727,0.97854083776474,0.9645090447022364
swa,0.9606307148933411,,0.9196048974990845,0.9711944460868835,0.9641315157596881
luo,0.9633828997612,,0.9275205731391907,,0.9607264311225326
