,DATE,PER,LOC,ORG
bam,0.9999979734420776,0.9999992847442627,0.9999980330467224,0.9999988079071045
bbj,0.9999977350234985,0.9999995231628418,0.9999973773956299,0.9999983310699463
ewe,0.9999896287918091,0.9999984502792358,0.9999991059303284,0.999998927116394
fon,0.9999975562095642,0.9999982714653015,0.999998927116394,0.999998152256012
hau,0.9999958276748657,0.9999994039535522,0.9999975562095642,0.9999956488609314
ibo,0.9999989867210388,0.9999990463256836,0.9999974966049194,0.999998927116394
kin,0.999997079372406,0.9999995231628418,0.9999992251396179,0.9999983310699463
lug,0.9999954700469971,0.9999999403953552,0.9999977946281433,0.999997615814209
luo,0.9999983310699463,0.9999995231628418,0.9999979734420776,0.999995768070221
mos,0.9999969601631165,0.9999985098838806,0.9999987483024597,0.9999986290931702
nya,0.9999940395355225,0.9999997019767761,0.9999988675117493,0.9999963045120239
pcm,0.9999828338623047,0.999998927116394,0.999997615814209,0.9999931454658508
sna,0.9999972581863403,0.9999990463256836,0.9999966621398926,0.999999463558197
swa,0.9999848008155823,0.9999992251396179,0.9999974966049194,0.9999929666519165
tsn,0.999994695186615,0.9999996423721313,0.9999974370002747,0.9999927878379822
twi,0.9999977946281433,0.9999995827674866,0.9999985694885254,0.9999988079071045
wol,0.999998152256012,0.9999988675117493,0.9999991059303284,0.9999959468841553
xho,0.9999985098838806,0.9999974966049194,0.9999973773956299,0.9999990463256836
yor,0.9999990463256836,0.9999989867210388,0.9999969601631165,0.9999986886978149
zul,0.9999979138374329,0.9999977350234985,0.9999982118606567,0.9999997019767761
