,PER,ORG,DATE,LOC,Mean
lug,0.9999942468133745,0.999989123356106,0.9999854630408903,0.999987145071116,0.9999889945703717
hau,0.9999907169597734,0.9999838902575561,0.9999782891655357,0.9999851751096472,0.9999845178731281
nya,0.9999908388310084,0.9999857990900586,0.9999738538377022,0.9999871573666768,0.9999844122813615
kin,0.9999904650132103,0.9999817997574182,0.9999735386792588,0.999988685606934,0.9999836222642053
sna,0.9999792361164044,0.9999877895410874,0.9999774418560359,0.9999841094335578,0.9999821442367713
mos,0.9999834639304057,0.9999771774592918,0.9999668752270598,0.9999827022384294,0.9999775547137967
bam,0.9999867442382346,0.9999762881652224,0.999965096931609,0.9999773739876675,0.9999763758306833
twi,0.9999804802205711,0.9999841167318607,0.9999650249963822,0.9999745020994104,0.9999760310120561
zul,0.9999745115525309,0.9999842694757222,0.9999768829729347,0.999963312828767,0.9999747442074888
xho,0.9999509754685904,0.9999827410769795,0.999985527202173,0.9999789906942107,0.9999745586104885
ibo,0.9999863343769545,0.9999503372795957,0.9999789181085063,0.9999756303832008,0.9999728050370643
luo,0.9999629374833546,0.9999652616915913,0.9999736021184916,0.9999812176484247,0.9999707547354656
tsn,0.9999743929994465,0.999971811918391,0.9999774312993142,0.9999558669144586,0.9999698757829025
wol,0.9999699354428448,0.9999838139127665,0.9999519938227821,0.9999618472523096,0.9999668976076758
swa,0.9999738359670078,0.9999621621017561,0.999964151977236,0.9999586455550061,0.9999646989002515
ewe,0.9999751652405254,0.9999616719680519,0.9999549561497395,0.9999530252234101,0.9999612046454317
fon,0.9999523836616226,0.9999722692013461,0.9999189717491529,0.9999596633495426,0.999950821990416
yor,0.9999554939003538,0.9999591811135622,0.9999371051524607,0.9999357824719912,0.9999468906595919
bbj,0.9999763835568725,0.9999531208736118,0.9999108053743878,0.9999434998557564,0.9999459524151572
pcm,0.9999600029106659,0.9999371874419957,0.9999101250022153,0.9999371757086198,0.9999361227658742
