Language,Cosine_Similarity
lug,0.9668419
kin,0.96244645
xho,0.96182585
zul,0.96023786
nya,0.9294737
sna,0.9239679
luo,0.90857774
tsn,0.90259236
hau,0.88375485
wol,0.87310916
ibo,0.8572572
ewe,0.8476014
twi,0.8454989
bam,0.8421545
mos,0.8193165
swa,0.77421325
pcm,0.7473209
fon,0.71977687
yor,0.7144443
bbj,0.6867262
