,PER,LOC,DATE,ORG
bam,0.9753245115280151,0.9621371030807495,,0.944395124912262
bbj,0.9787867665290833,0.9262895584106445,,0.9720052480697632
ewe,0.9766780734062195,0.9710306525230408,,0.9815866351127625
fon,0.978585422039032,0.9508570432662964,,0.9761145710945129
hau,0.9748430252075195,0.9492552280426025,,0.9706690907478333
ibo,0.9760897159576416,0.9566231369972229,,0.9811510443687439
kin,0.9785613417625427,0.9663292765617371,,0.9801580905914307
lug,0.9792636036872864,0.9647243022918701,,0.9739198684692383
luo,0.9779452681541443,0.9628580212593079,,0.9618379473686218
mos,0.9785112738609314,0.948817253112793,,0.9763776063919067
nya,0.9849010109901428,0.9626914262771606,,0.9778451919555664
pcm,0.984525740146637,0.9701092839241028,,0.9670138359069824
sna,0.9776456952095032,0.9666036367416382,,0.9761208891868591
swa,0.9779536724090576,0.9640439748764038,,0.9595605134963989
tsn,0.9838210940361023,0.9628219604492188,,0.9777397513389587
twi,0.9822676777839661,0.9635325074195862,,0.9851495027542114
wol,0.9762549996376038,0.9587105512619019,,0.9756834506988525
xho,0.9646182060241699,0.9556746482849121,,0.9725340008735657
yor,,0.9364060759544373,,0.9712377786636353
zul,0.9738218188285828,0.9487600326538086,,0.9783849120140076
