,PER,ORG,DATE,LOC,Mean
lug,0.9809754,0.9701555,0.9208319,0.9669452,0.959727
kin,0.95583534,0.9449405,0.9193523,0.94518524,0.94132835
nya,0.9517958,0.9268612,0.90560657,0.9049525,0.92230403
xho,0.8823582,0.93437356,0.93391305,0.9148252,0.9163675
sna,0.9044189,0.9250897,0.92023444,0.91006726,0.9149526
zul,0.9242632,0.9144413,0.8727331,0.92259586,0.9085084
luo,0.94163704,0.9065258,0.87717736,0.9023613,0.90692544
tsn,0.926002,0.9003352,0.86913794,0.85493946,0.88760364
wol,0.90333855,0.8965049,0.85535866,0.8622675,0.8793674
hau,0.87536275,0.8652147,0.89090776,0.85514486,0.8716575
ibo,0.8798185,0.8595839,0.8588897,0.88147926,0.86994284
twi,0.912574,0.85907626,0.80721915,0.8408142,0.85492086
bam,0.8832965,0.827685,0.86576295,0.8398055,0.85413754
mos,0.8655096,0.83843744,0.80633426,0.8041546,0.828609
swa,0.8793366,0.8063725,0.79778814,0.7780192,0.8153791
ewe,0.8542839,0.8189744,0.7849823,0.7967094,0.8137375
pcm,0.85999393,0.7754783,0.71959937,0.7721838,0.78181386
fon,0.8124492,0.7776464,0.7068658,0.76749396,0.7661138
yor,0.74674964,0.72251916,0.7289294,0.7187859,0.729246
bbj,0.77840424,0.6886906,0.6951251,0.68848574,0.7126764
