layer,model,rank_type,language,cosine,config
1,xlmr,top5,twi,0.9700715326300076,use0_use1_con0_max500_bat64
1,xlmr,top5,luo,0.965920725010119,use0_use1_con0_max500_bat64
1,xlmr,top5,kin,0.9657655146925327,use0_use1_con0_max500_bat64
1,xlmr,top5,lug,0.9654495124855313,use0_use1_con0_max500_bat64
1,xlmr,top5,tsn,0.9641171010942262,use0_use1_con0_max500_bat64
1,xlmr,worst5,fon,0.9229201171542053,use0_use1_con0_max500_bat64
1,xlmr,worst5,hau,0.933742355408998,use0_use1_con0_max500_bat64
1,xlmr,worst5,bam,0.9343152934623519,use0_use1_con0_max500_bat64
1,xlmr,worst5,bbj,0.9361048046775153,use0_use1_con0_max500_bat64
1,xlmr,worst5,yor,0.9391794275428791,use0_use1_con0_max500_bat64
2,xlmr,top5,twi,0.9873167381993091,use0_use1_con0_max500_bat64
2,xlmr,top5,luo,0.9864322229083191,use0_use1_con0_max500_bat64
2,xlmr,top5,kin,0.9860218534197894,use0_use1_con0_max500_bat64
2,xlmr,top5,lug,0.9859756263050726,use0_use1_con0_max500_bat64
2,xlmr,top5,tsn,0.9837978792261411,use0_use1_con0_max500_bat64
2,xlmr,worst5,fon,0.9698212898633795,use0_use1_con0_max500_bat64
2,xlmr,worst5,bam,0.9714783345137717,use0_use1_con0_max500_bat64
2,xlmr,worst5,bbj,0.9736971949802343,use0_use1_con0_max500_bat64
2,xlmr,worst5,yor,0.9742599245703323,use0_use1_con0_max500_bat64
2,xlmr,worst5,hau,0.9747255429274162,use0_use1_con0_max500_bat64
3,xlmr,top5,lug,0.9901928143406854,use0_use1_con0_max500_bat64
3,xlmr,top5,kin,0.9893549946809632,use0_use1_con0_max500_bat64
3,xlmr,top5,twi,0.9891477246525974,use0_use1_con0_max500_bat64
3,xlmr,top5,nya,0.9876877381426901,use0_use1_con0_max500_bat64
3,xlmr,top5,luo,0.987584817563933,use0_use1_con0_max500_bat64
3,xlmr,worst5,fon,0.9780554900749007,use0_use1_con0_max500_bat64
3,xlmr,worst5,bbj,0.9802875793181545,use0_use1_con0_max500_bat64
3,xlmr,worst5,hau,0.9810387869655113,use0_use1_con0_max500_bat64
3,xlmr,worst5,pcm,0.9811535659475459,use0_use1_con0_max500_bat64
3,xlmr,worst5,bam,0.9812725689631455,use0_use1_con0_max500_bat64
4,xlmr,top5,lug,0.9893351126624856,use0_use1_con0_max500_bat64
4,xlmr,top5,twi,0.9881188505940671,use0_use1_con0_max500_bat64
4,xlmr,top5,kin,0.9877479016660731,use0_use1_con0_max500_bat64
4,xlmr,top5,luo,0.9866259664608784,use0_use1_con0_max500_bat64
4,xlmr,top5,nya,0.9866166601630446,use0_use1_con0_max500_bat64
4,xlmr,worst5,fon,0.9765290905680466,use0_use1_con0_max500_bat64
4,xlmr,worst5,bbj,0.9778918600070616,use0_use1_con0_max500_bat64
4,xlmr,worst5,pcm,0.9787114003054007,use0_use1_con0_max500_bat64
4,xlmr,worst5,yor,0.9789187558152327,use0_use1_con0_max500_bat64
4,xlmr,worst5,bam,0.9798779225113708,use0_use1_con0_max500_bat64
5,xlmr,top5,lug,0.9915925376253959,use0_use1_con0_max500_bat64
5,xlmr,top5,twi,0.9898860152241685,use0_use1_con0_max500_bat64
5,xlmr,top5,kin,0.9893030307339609,use0_use1_con0_max500_bat64
5,xlmr,top5,nya,0.9891174441307375,use0_use1_con0_max500_bat64
5,xlmr,top5,luo,0.988582454488282,use0_use1_con0_max500_bat64
5,xlmr,worst5,bbj,0.9804652367489157,use0_use1_con0_max500_bat64
5,xlmr,worst5,fon,0.98118400265402,use0_use1_con0_max500_bat64
5,xlmr,worst5,yor,0.9814045942380787,use0_use1_con0_max500_bat64
5,xlmr,worst5,pcm,0.9814804911598028,use0_use1_con0_max500_bat64
5,xlmr,worst5,bam,0.9826618114485932,use0_use1_con0_max500_bat64
6,xlmr,top5,kin,0.9856230310517333,use0_use1_con0_max500_bat64
6,xlmr,top5,twi,0.9855142922429807,use0_use1_con0_max500_bat64
6,xlmr,top5,lug,0.9849785693338602,use0_use1_con0_max500_bat64
6,xlmr,top5,sna,0.9832569767483083,use0_use1_con0_max500_bat64
6,xlmr,top5,nya,0.9829334503413323,use0_use1_con0_max500_bat64
6,xlmr,worst5,pcm,0.9695603649480506,use0_use1_con0_max500_bat64
6,xlmr,worst5,bbj,0.9735329772215213,use0_use1_con0_max500_bat64
6,xlmr,worst5,yor,0.9741000470260783,use0_use1_con0_max500_bat64
6,xlmr,worst5,fon,0.9759594633633041,use0_use1_con0_max500_bat64
6,xlmr,worst5,bam,0.9780223076673059,use0_use1_con0_max500_bat64
7,xlmr,top5,kin,0.9887640230493454,use0_use1_con0_max500_bat64
7,xlmr,top5,twi,0.9884662501997181,use0_use1_con0_max500_bat64
7,xlmr,top5,sna,0.9870612281166008,use0_use1_con0_max500_bat64
7,xlmr,top5,luo,0.9869470780062951,use0_use1_con0_max500_bat64
7,xlmr,top5,lug,0.9866364657394281,use0_use1_con0_max500_bat64
7,xlmr,worst5,pcm,0.9767322450645347,use0_use1_con0_max500_bat64
7,xlmr,worst5,yor,0.9791644476625041,use0_use1_con0_max500_bat64
7,xlmr,worst5,bbj,0.9797267633873232,use0_use1_con0_max500_bat64
7,xlmr,worst5,fon,0.9809411237962713,use0_use1_con0_max500_bat64
7,xlmr,worst5,bam,0.9827064578353886,use0_use1_con0_max500_bat64
8,xlmr,top5,kin,0.9880132620752794,use0_use1_con0_max500_bat64
8,xlmr,top5,twi,0.9878569884115103,use0_use1_con0_max500_bat64
8,xlmr,top5,luo,0.9862218636555129,use0_use1_con0_max500_bat64
8,xlmr,top5,sna,0.9858946982842813,use0_use1_con0_max500_bat64
8,xlmr,top5,nya,0.9858305163161378,use0_use1_con0_max500_bat64
8,xlmr,worst5,pcm,0.974850206054945,use0_use1_con0_max500_bat64
8,xlmr,worst5,bbj,0.9757598841748727,use0_use1_con0_max500_bat64
8,xlmr,worst5,yor,0.978040948185892,use0_use1_con0_max500_bat64
8,xlmr,worst5,fon,0.980053269787616,use0_use1_con0_max500_bat64
8,xlmr,worst5,bam,0.9810527120147315,use0_use1_con0_max500_bat64
9,xlmr,top5,kin,0.9863896633229959,use0_use1_con0_max500_bat64
9,xlmr,top5,twi,0.9844018446463342,use0_use1_con0_max500_bat64
9,xlmr,top5,ewe,0.9836419929819465,use0_use1_con0_max500_bat64
9,xlmr,top5,tsn,0.9827750613774501,use0_use1_con0_max500_bat64
9,xlmr,top5,nya,0.9826913320694871,use0_use1_con0_max500_bat64
9,xlmr,worst5,pcm,0.9712701182257036,use0_use1_con0_max500_bat64
9,xlmr,worst5,bbj,0.9728236891390645,use0_use1_con0_max500_bat64
9,xlmr,worst5,yor,0.9771235917730805,use0_use1_con0_max500_bat64
9,xlmr,worst5,fon,0.977736299041141,use0_use1_con0_max500_bat64
9,xlmr,worst5,bam,0.9790244044960714,use0_use1_con0_max500_bat64
10,xlmr,top5,kin,0.9887628679524485,use0_use1_con0_max500_bat64
10,xlmr,top5,nya,0.9881437617635372,use0_use1_con0_max500_bat64
10,xlmr,top5,twi,0.9880592056532667,use0_use1_con0_max500_bat64
10,xlmr,top5,swa,0.9870834289132887,use0_use1_con0_max500_bat64
10,xlmr,top5,luo,0.9870046038092374,use0_use1_con0_max500_bat64
10,xlmr,worst5,bbj,0.9745746148801638,use0_use1_con0_max500_bat64
10,xlmr,worst5,pcm,0.9792742082896767,use0_use1_con0_max500_bat64
10,xlmr,worst5,yor,0.9796437214810506,use0_use1_con0_max500_bat64
10,xlmr,worst5,bam,0.9802232614544607,use0_use1_con0_max500_bat64
10,xlmr,worst5,xho,0.9807725495014313,use0_use1_con0_max500_bat64
11,xlmr,top5,nya,0.9906852060101846,use0_use1_con0_max500_bat64
11,xlmr,top5,luo,0.9895853929131074,use0_use1_con0_max500_bat64
11,xlmr,top5,twi,0.9893242877862751,use0_use1_con0_max500_bat64
11,xlmr,top5,swa,0.9891649110840398,use0_use1_con0_max500_bat64
11,xlmr,top5,ewe,0.9885897547716184,use0_use1_con0_max500_bat64
11,xlmr,worst5,bbj,0.9805216742033215,use0_use1_con0_max500_bat64
11,xlmr,worst5,yor,0.9830131151538358,use0_use1_con0_max500_bat64
11,xlmr,worst5,pcm,0.9830439080575833,use0_use1_con0_max500_bat64
11,xlmr,worst5,xho,0.9842820008363707,use0_use1_con0_max500_bat64
11,xlmr,worst5,bam,0.9848343724847451,use0_use1_con0_max500_bat64
12,xlmr,top5,luo,0.9991458203817846,use0_use1_con0_max500_bat64
12,xlmr,top5,ewe,0.9990011861800019,use0_use1_con0_max500_bat64
12,xlmr,top5,sna,0.9988889501221664,use0_use1_con0_max500_bat64
12,xlmr,top5,twi,0.998880591587694,use0_use1_con0_max500_bat64
12,xlmr,top5,swa,0.9988726791505856,use0_use1_con0_max500_bat64
12,xlmr,worst5,tsn,0.9981392353538837,use0_use1_con0_max500_bat64
