Language,Cosine_Similarity
lug,0.99984705
sna,0.9998436
xho,0.9998311
zul,0.9997903
nya,0.9997598
kin,0.99975187
ewe,0.9997065
bbj,0.9996753
twi,0.99965274
bam,0.99964195
ibo,0.9996209
yor,0.99960065
mos,0.99953264
fon,0.99951476
wol,0.99943507
luo,0.9993596
hau,0.99925697
tsn,0.9992043
swa,0.9991594
pcm,0.99876195
