Language,Cosine_Similarity
lug,0.99967736
pcm,0.9991407
swa,0.9990548
tsn,0.99904114
twi,0.9989003
bam,0.9987955
kin,0.9987451
nya,0.99851185
wol,0.998433
ewe,0.9982183
ibo,0.9980944
hau,0.9980909
luo,0.9980541
xho,0.99792135
zul,0.99788326
mos,0.99753314
bbj,0.99744576
sna,0.99711806
fon,0.9963413
yor,0.99566495
