,ORG,DATE,LOC,PER,Mean
lug,0.9999900876358243,0.9999704621884142,0.9999894703643627,0.9999946677396532,0.9999861719820635
nya,0.9999867352734647,0.9999625363897041,0.9999900394380724,0.9999916985687427,0.999982752417496
kin,0.9999800127622281,0.999961630299676,0.9999910356736252,0.9999857782461244,0.9999796142454135
hau,0.9999807219797078,0.999968331557013,0.9999788310952984,0.9999889154308744,0.9999792000157234
sna,0.9999873695874125,0.9999574250909192,0.9999861014435234,0.9999825285988381,0.9999783561801733
xho,0.9999836097784508,0.9999786130006814,0.9999801757445064,0.9999585841376066,0.9999752456653113
zul,0.9999795868812785,0.9999705059777624,0.9999724640975859,0.9999749428087992,0.9999743749413565
luo,0.999969010074866,0.9999694824481048,0.9999830741602598,0.9999677609930135,0.999972331919061
twi,0.9999799265366649,0.9999515515859708,0.9999710627344714,0.9999838888977096,0.9999716074387042
bam,0.9999729619501802,0.9999582639197112,0.9999724176071176,0.9999796224473875,0.9999708164810992
mos,0.9999742582458537,0.9999471720822558,0.9999756675732009,0.9999786133567882,0.9999689278145246
tsn,0.9999721099140075,0.9999674863954857,0.9999622279521951,0.9999732708707757,0.9999687737831161
wol,0.999983455210068,0.9999394277068155,0.9999720256533065,0.9999704316559336,0.9999663350565309
ibo,0.9999485004022874,0.9999540964977045,0.9999771592348442,0.9999804417865075,0.9999650494803358
ewe,0.9999630076857867,0.9999498118354316,0.9999559652284795,0.9999749639799766,0.9999609371824186
swa,0.999952583374023,0.9999495079798246,0.9999468349796226,0.9999715478568485,0.9999551185475797
fon,0.999964196952099,0.9998831003948299,0.9999533998025774,0.9999428742423795,0.9999358928479714
bbj,0.9999387912044236,0.999893015859259,0.9999295958160653,0.999963055317289,0.9999311145492593
pcm,0.9999232387095023,0.9999136665305185,0.9999338072323822,0.9999521473825987,0.9999307149637504
yor,0.999940342988845,0.999899102308838,0.9999180042924398,0.9999412813555479,0.9999246827364178
