,LOC,DATE,ORG,PER,Mean
twi,0.921198844909668,,0.9548978805541992,0.8924770355224609,0.9362956193777231
kin,0.9167525768280029,,0.9467599391937256,0.8764931559562683,0.9296307540856875
ewe,0.9238342046737671,,0.940218985080719,0.8582108020782471,0.9291875259234355
ibo,0.9170297980308533,,0.9451796412467957,0.8735237121582031,0.9288900655049545
fon,0.9052331447601318,,0.9503351449966431,0.8517189025878906,0.9248585586364453
tsn,0.9298709630966187,,0.9227100014686584,0.8802021741867065,0.9245178550481796
hau,0.9044259190559387,,0.9409936666488647,0.8670434355735779,0.9205687791109085
lug,0.912126898765564,,0.9350889921188354,0.8428488373756409,0.9205018259011782
mos,0.9061769843101501,,0.9325518608093262,0.8439437747001648,0.916463628411293
luo,0.933019757270813,,0.9013441205024719,0.8746656179428101,0.9155466957734182
sna,0.9112931489944458,,0.9190728664398193,0.8708576560020447,0.9134781864973215
nya,0.9057321548461914,,0.9239943027496338,0.8773117661476135,0.9134189417729011
zul,0.8908125162124634,,0.939599871635437,0.8649187088012695,0.9132720598807702
wol,0.8966939449310303,,0.9227866530418396,0.8866099119186401,0.9088506687145966
pcm,0.944054901599884,,0.8759410977363586,0.8679755926132202,0.9083817532429328
bam,0.941394567489624,,0.8745362758636475,0.862276017665863,0.9062081369069906
swa,0.9129858016967773,,0.8934601545333862,0.87558913230896,0.9021601378917694
xho,0.8716981410980225,,0.9226980209350586,0.8399213552474976,0.8949951300254235
bbj,0.8385825753211975,,0.9325987696647644,0.8733513951301575,0.8851199310559493
yor,0.7594147324562073,,0.9205895662307739,0.8336665034294128,0.8397584706544876
