,PER,LOC,ORG,DATE,Mean
lug,0.7229145,0.96760696,0.95133513,0.9204618,0.8905796
kin,0.714906,0.95081735,0.9269285,0.91520554,0.87696433
nya,0.7251892,0.91549194,0.9100398,0.89809436,0.86220384
sna,0.64218354,0.92085874,0.90235925,0.92892015,0.8485805
xho,0.6249058,0.9245549,0.90422535,0.9359315,0.84740436
luo,0.67408216,0.9036849,0.88472015,0.8704523,0.8332349
zul,0.6858331,0.8937782,0.8758309,0.8698003,0.83131063
tsn,0.6650818,0.85648894,0.8894426,0.8765818,0.8218988
wol,0.68757546,0.8730031,0.8633919,0.83842623,0.8155992
hau,0.6533794,0.8605717,0.8303408,0.88373065,0.80700564
ibo,0.6904707,0.87314725,0.80088085,0.8588337,0.8058331
bam,0.6515937,0.85570484,0.80850744,0.86207443,0.7944701
swa,0.6479181,0.8435259,0.83434355,0.83830553,0.79102325
twi,0.6652999,0.8347774,0.8402395,0.82041734,0.79018354
mos,0.5908113,0.80465615,0.8339471,0.7992796,0.75717354
ewe,0.6169945,0.79128855,0.8145157,0.77914923,0.750487
pcm,0.60175383,0.7736693,0.79590344,0.7096699,0.7202491
fon,0.6152289,0.77515817,0.77534187,0.69673336,0.71561563
yor,0.5539259,0.7322159,0.68067133,0.7438619,0.67766875
bbj,0.5952755,0.6853429,0.6867557,0.69555724,0.66573286
