,DATE,ORG,LOC,PER,Mean
lug,0.9874168,0.9928547,0.99647033,0.9667819,0.9858809
kin,0.9890223,0.98920053,0.99487185,0.9602861,0.9833452
nya,0.9855367,0.9915707,0.99261296,0.9621142,0.9829587
sna,0.99039555,0.98945963,0.99124396,0.95937717,0.98261905
zul,0.9828241,0.983284,0.9890411,0.9591803,0.9785824
luo,0.9812052,0.9855962,0.9887022,0.9548571,0.97759014
tsn,0.9846383,0.9885248,0.98472464,0.95189726,0.9774462
xho,0.9913955,0.9879419,0.9887409,0.94102645,0.9772762
hau,0.98628783,0.976272,0.979679,0.9560094,0.97456205
wol,0.9781012,0.9806866,0.98133487,0.9546666,0.9736973
swa,0.9759877,0.9791239,0.97808003,0.95238733,0.9713947
ibo,0.9703366,0.97118574,0.98326313,0.95540106,0.97004664
bam,0.9799663,0.9620385,0.97207916,0.94991803,0.9660005
twi,0.9606568,0.9806239,0.97121537,0.9511819,0.9659195
mos,0.96782684,0.97229415,0.9614574,0.9512591,0.9632094
ewe,0.9662341,0.97036564,0.96996576,0.9428957,0.96236527
yor,0.9474286,0.9606346,0.954948,0.93465,0.94941527
pcm,0.92584914,0.9510323,0.94928974,0.93706393,0.9408088
fon,0.8897317,0.9466685,0.94411236,0.9318726,0.9280963
bbj,0.9158288,0.88853574,0.89090794,0.9229692,0.90456045
