,PER,ORG,DATE,LOC
bam,0.9061561822891235,0.9059616327285767,,0.9566925764083862
bbj,0.9094639420509338,0.9519317746162415,,0.8882752656936646
ewe,0.8999387621879578,0.955251157283783,,0.9392122626304626
fon,0.8937703371047974,0.9645582437515259,,0.9294226169586182
hau,0.9056305289268494,0.958022952079773,,0.9291123151779175
ibo,0.9113764762878418,0.9607229232788086,,0.9411606788635254
kin,0.9168732166290283,0.9627307653427124,,0.9561055898666382
lug,0.8786446452140808,0.9552103877067566,,0.9323210120201111
luo,0.9111549854278564,0.9653207659721375,,0.9518060684204102
mos,0.887043297290802,0.9661099314689636,,0.9308377504348755
nya,0.9137301445007324,0.9491382837295532,,0.9319596886634827
pcm,0.9042772054672241,0.9043867588043213,,0.9595812559127808
sna,0.9055805206298828,0.9398311376571655,,0.9373928904533386
swa,0.9076248407363892,0.9300974011421204,,0.9395943880081177
tsn,0.9139368534088135,0.9456409215927124,,0.949230968952179
twi,0.920867919921875,0.9724926948547363,,0.9452456831932068
wol,0.9214127659797668,0.9444763660430908,,0.9222891330718994
xho,0.8855326771736145,0.94681715965271,,0.9139676094055176
yor,0.8715771436691284,0.9455626606941223,,0.8877484798431396
zul,0.9057127833366394,0.9610011577606201,,0.9458386898040771
