,DATE,LOC,ORG,PER
bam,0.9038596749305725,0.8521373867988586,0.8498488664627075,0.7652813196182251
bbj,0.8475518226623535,0.7076456546783447,0.8914585709571838,0.7858939170837402
ewe,0.7551495432853699,0.8629109263420105,0.9184624552726746,0.7898147702217102
fon,0.8653461933135986,0.8041386008262634,0.9173329472541809,0.770993709564209
hau,0.9370329976081848,0.8072248101234436,0.9415731430053711,0.7916967868804932
ibo,0.9573851227760315,0.8513931632041931,0.9398655891418457,0.7852527499198914
kin,0.9474072456359863,0.9105256795883179,0.9484086632728577,0.7613834142684937
lug,0.9236199259757996,0.9267927408218384,0.9218831062316895,0.7849724292755127
luo,0.9352578520774841,0.9063186645507812,0.9234288930892944,0.7793439030647278
mos,0.824399471282959,0.8358960747718811,0.9181830883026123,0.7824963331222534
nya,0.9392954111099243,0.8923296928405762,0.9438514709472656,0.8041881918907166
pcm,0.7643044590950012,0.8701791763305664,0.8784763813018799,0.7527456879615784
sna,0.9604629874229431,0.8073124885559082,0.9469510912895203,0.7889902591705322
swa,0.8893898725509644,0.9111502170562744,0.8939709067344666,0.7549257874488831
tsn,0.9447351098060608,0.8599884510040283,0.9062624573707581,0.780655026435852
twi,0.9073689579963684,0.8928234577178955,0.9533023834228516,0.7846199870109558
wol,0.9292687773704529,0.8226608633995056,0.9113016128540039,0.7887649536132812
xho,0.9671366810798645,0.7847375869750977,0.9183971881866455,0.7941834926605225
yor,0.8671798706054688,0.729681670665741,0.9070888757705688,0.7305625677108765
zul,0.9445028305053711,0.8480729460716248,0.9303535223007202,0.7928228378295898
