,DATE,LOC,ORG,PER
bam,,0.9502516984939575,0.890140175819397,0.8792893886566162
bbj,,0.8984838724136353,0.9383677244186401,0.8749820590019226
ewe,,0.9292787313461304,0.9511846303939819,0.8751907348632812
fon,,0.9421452283859253,0.9507074952125549,0.8705097436904907
hau,,0.9448382258415222,0.9647245407104492,0.8742350935935974
ibo,,0.9509851932525635,0.9613269567489624,0.8761136531829834
kin,,0.9568130373954773,0.9670107960700989,0.882141649723053
lug,,0.9506404995918274,0.9689531326293945,0.8599192500114441
luo,,0.9559077024459839,0.9365377426147461,0.8873658180236816
mos,,0.9437339305877686,0.9548845887184143,0.867256224155426
nya,,0.9598428010940552,0.9638330936431885,0.8977639079093933
pcm,,0.9358005523681641,0.9260902404785156,0.8810481429100037
sna,,0.9453974962234497,0.9581782221794128,0.8822253942489624
swa,,0.9415908455848694,0.9398449659347534,0.8841480016708374
tsn,,0.9509140849113464,0.960434079170227,0.8880375623703003
twi,,0.9498775005340576,0.9707982540130615,0.8843294978141785
wol,,0.9257200360298157,0.9551544785499573,0.8892077803611755
xho,,0.935245156288147,0.9597371220588684,0.8685895800590515
yor,,0.8791307806968689,0.9407065510749817,0.8450061082839966
zul,,0.9495001435279846,0.9661940336227417,0.8923514485359192
