,LOC,PER,ORG,DATE
bam,0.9517425298690796,0.9789185523986816,0.9497338533401489,0.9517222046852112
bbj,0.9097519516944885,0.9876216650009155,0.9771203398704529,0.9251397252082825
ewe,0.9831476211547852,0.9837008714675903,0.9839484691619873,0.9134895205497742
fon,0.9108865261077881,0.9716699123382568,0.9815311431884766,0.9653234481811523
hau,0.9250329732894897,0.9860264658927917,0.9794284701347351,0.9812575578689575
ibo,0.9319049119949341,0.9877884984016418,0.9823198318481445,0.9851973056793213
kin,0.9844777584075928,0.9797150492668152,0.9886922836303711,0.9568370580673218
lug,0.9881266355514526,0.9954750537872314,0.9801624417304993,0.9044922590255737
luo,0.9867263436317444,0.9840007424354553,0.9848054647445679,0.9712327718734741
mos,0.9316558241844177,0.9806279540061951,0.98288893699646,0.9155064821243286
nya,0.97518390417099,0.9892430901527405,0.9831217527389526,0.9545051455497742
pcm,0.9900655746459961,0.9944512844085693,0.970829963684082,0.8739962577819824
sna,0.9531623125076294,0.9917020201683044,0.9813646078109741,0.9813202619552612
swa,0.9938511848449707,0.9878332614898682,0.9648739099502563,0.9362002611160278
tsn,0.973842978477478,0.987082302570343,0.976569414138794,0.9740681648254395
twi,0.9911178946495056,0.9913265705108643,0.9908635020256042,0.963205099105835
wol,0.9341924786567688,0.9842033386230469,0.981377124786377,0.947251558303833
xho,0.9342816472053528,0.975783109664917,0.9766721725463867,0.9798709750175476
yor,0.9060327410697937,0.959067702293396,0.984778881072998,0.9410253167152405
zul,0.9598132967948914,0.9716342687606812,0.9812213182449341,0.979694128036499
