,LOC,ORG,DATE,PER,Mean
lug,0.9378185395393658,0.9191289378768405,0.9208857992318555,0.782296979331704,0.8900325639949415
kin,0.9152757150904389,0.9408900867148319,0.9245053145246118,0.7673559478732545,0.8870067660507842
ibo,0.8698813027687974,0.9177252302710215,0.9451061469169657,0.7916186613016561,0.8810828353146102
sna,0.8377609067156445,0.9369435206483951,0.9616174427800508,0.7859416441790056,0.880565878580774
luo,0.902931971741451,0.9364349766597473,0.8904791261046677,0.7816278585002991,0.8778684832515413
twi,0.8817316747315128,0.9472534450319952,0.903564337159489,0.7781657167204574,0.8776787934108636
nya,0.8673013587955288,0.9413481574198178,0.8975624848532505,0.7720546218312542,0.8695666557249628
zul,0.8488008920788245,0.9179237668065592,0.916272742661523,0.7862724182618734,0.867317454952195
swa,0.8983001490824241,0.9272646593228124,0.8769876364269037,0.7524842037689111,0.8637591621502628
xho,0.7845378026522752,0.9070456051772596,0.9635705429989884,0.7933642988201653,0.8621295624121722
tsn,0.8127175157935034,0.9253986519698728,0.9178441739318598,0.7585978340230559,0.853639543929573
wol,0.7883650785756394,0.9140196403981019,0.9016477763393745,0.7857649799282274,0.8474493688103358
hau,0.7856315135558368,0.9173293668704189,0.9096987472918406,0.7753742236164888,0.8470084628336463
bam,0.8333693161460003,0.863188948509578,0.8700515012863707,0.7678962839834168,0.8336265124813415
mos,0.8074610102741299,0.9154622214668191,0.8221249315375497,0.7655207541740213,0.82764222936313
ewe,0.8339717648398645,0.9200802287103478,0.7729842301765868,0.7669243152597752,0.8234901347466436
fon,0.7638551496206051,0.901237422822398,0.8244975965793067,0.7516231927796813,0.8103033404504978
pcm,0.85192964453259,0.8966449175613989,0.7303283153374641,0.7546089746012683,0.8083779630081803
yor,0.6657949446837275,0.9004061342994386,0.8420741400111973,0.735289539524589,0.7858911896297381
bbj,0.6288381747479693,0.8253131979637335,0.7872161070195076,0.7829731446640613,0.756085156098818
