,ORG,PER,LOC,DATE,Mean
lug,0.65029365,0.6930662,0.68547815,0.53236765,0.6403014
luo,0.65575325,0.67832875,0.5718748,0.5389029,0.6112149
kin,0.6511847,0.6301402,0.5694836,0.5643708,0.6037948
twi,0.657892,0.646094,0.55619776,0.5194165,0.5949001
swa,0.65410286,0.6315934,0.58142996,0.5060618,0.593297
ibo,0.644438,0.6338309,0.5277313,0.5669591,0.59323984
nya,0.6552516,0.64485013,0.50319165,0.5166908,0.57999605
ewe,0.6138775,0.65151966,0.5730914,0.42995653,0.56711125
tsn,0.59205574,0.62306166,0.4999186,0.53809917,0.5632838
pcm,0.6233897,0.6666479,0.557952,0.40091318,0.5622257
wol,0.6204529,0.619815,0.46611175,0.54181993,0.56204987
sna,0.61471856,0.57007724,0.48485175,0.57743114,0.56176966
hau,0.591712,0.6233269,0.46016648,0.5569826,0.558047
fon,0.6155148,0.61359036,0.49978387,0.49883932,0.5569321
bam,0.5621738,0.6229311,0.5328621,0.50525105,0.5558045
mos,0.61917055,0.6415256,0.48023763,0.4574809,0.5496037
xho,0.5458934,0.6090983,0.43128836,0.60697913,0.5483148
zul,0.596713,0.56370956,0.49446976,0.5371227,0.5480038
bbj,0.5294869,0.635733,0.42605036,0.44847548,0.50993645
yor,0.521194,0.4957705,0.3946695,0.49028635,0.47548008
