,PER,ORG,LOC,DATE
bam,0.9010509252548218,0.9040696024894714,0.9624384641647339,
bbj,0.8957284092903137,0.9480734467506409,0.9042804837226868,
ewe,0.9006214737892151,0.957322359085083,0.9431753158569336,
fon,0.8931349515914917,0.9626674056053162,0.951465368270874,
hau,0.904150664806366,0.9727654457092285,0.9443677067756653,
ibo,0.9002849459648132,0.9647122025489807,0.9608756303787231,
kin,0.9060946106910706,0.9717662930488586,0.9573138952255249,
lug,0.8916595578193665,0.9668287038803101,0.9582155346870422,
luo,0.9025406241416931,0.9520168304443359,0.9565510153770447,
mos,0.8912334442138672,0.9633325338363647,0.9483796954154968,
nya,0.9152058362960815,0.9681218862533569,0.9570910334587097,
pcm,0.903858482837677,0.9369347095489502,0.9456852078437805,
sna,0.9029348492622375,0.9658547043800354,0.9529789090156555,
swa,0.908379077911377,0.9536965489387512,0.9512885808944702,
tsn,0.9076941609382629,0.961616575717926,0.9510140419006348,
twi,0.912416398525238,0.9740825891494751,0.9562075734138489,
wol,0.9077708721160889,0.9596118330955505,0.9340832829475403,
xho,0.8868175745010376,0.964806318283081,0.933929443359375,
yor,0.8651982545852661,0.9445118308067322,0.883592963218689,
zul,0.9062361121177673,0.971723735332489,0.946911096572876,
