Language,Cosine_Similarity
lug,0.95556724
kin,0.94663966
twi,0.9341993
luo,0.92930335
swa,0.92568606
bam,0.92379856
ewe,0.919375
ibo,0.91804063
nya,0.9167768
tsn,0.910053
pcm,0.89862716
hau,0.88733643
mos,0.88557893
zul,0.88103247
sna,0.87315893
xho,0.8706015
wol,0.864507
fon,0.842469
bbj,0.8305106
yor,0.73154455
