,LOC,ORG,DATE,PER,Mean
kin,0.981173574924469,0.9871232509613037,0.9866920113563538,0.8938247561454773,0.9835605070659807
twi,0.9779133796691895,0.9921385049819946,0.9797011613845825,0.897319495677948,0.9818977630670302
luo,0.9797995686531067,0.9806971549987793,0.9868338704109192,0.8953693509101868,0.9810722844181411
sna,0.965097963809967,0.9866623282432556,0.9890992045402527,0.8919574022293091,0.9788954894686621
zul,0.9628515839576721,0.9887611269950867,0.9849910736083984,0.8890314102172852,0.9774531798725679
nya,0.9691292643547058,0.9865335822105408,0.9764642715454102,0.89674311876297,0.9761059015128869
tsn,0.965303897857666,0.9796509742736816,0.9847593307495117,0.8987289667129517,0.9753455358540292
xho,0.951095461845398,0.9827319979667664,0.9887285828590393,0.8894351720809937,0.9728506991243738
ibo,0.9459555745124817,0.987698495388031,0.98795485496521,0.8870875239372253,0.9725029940993142
ewe,0.9694923162460327,0.9829654097557068,0.9681525826454163,0.8990598320960999,0.9723639043923126
wol,0.950697660446167,0.9772118330001831,0.9841488599777222,0.8849883079528809,0.9693365459992817
lug,0.9825564026832581,0.9686635732650757,0.9598962664604187,0.8981355428695679,0.9692344975283765
bam,0.9586477279663086,0.9723513722419739,0.9746230840682983,0.8787011504173279,0.9671259315933768
mos,0.9565684199333191,0.983457624912262,0.9583530426025391,0.8950555324554443,0.965007136812986
yor,0.936826229095459,0.9838871955871582,0.9774932265281677,0.8869708180427551,0.9648232449070988
swa,0.9821987748146057,0.9774399995803833,0.9352055788040161,0.9002518653869629,0.963929279113379
fon,0.9413996338844299,0.9826918244361877,0.9609813094139099,0.8982197046279907,0.9606913758388028
pcm,0.9751708507537842,0.9755141139030457,0.9315025806427002,0.9030009508132935,0.9598200757672467
bbj,0.9368252754211426,0.9800699949264526,0.9640485048294067,0.8959084153175354,0.959300321231051
hau,0.9425917267799377,0.9778591990470886,0.9556891322135925,0.8997759819030762,0.957785205108913
