,PER,LOC,ORG,DATE,SWD_mean
bam,,0.009837154735123477,0.013492072208919126,,0.011664613472021301
bbj,,0.014485869553936936,0.00941216504361364,,0.011949017298775289
ewe,0.017987220845498086,,0.012374318150250474,,0.01518076949787428
fon,0.01686065228204825,0.01230494355513656,0.008900479244402959,,0.012688691693862589
hau,0.0134500571011813,,0.009716410306282341,,0.011583233703731821
ibo,,0.011578789708437398,0.009405731403603568,,0.010492260556020483
kin,,0.01720869612563547,0.010822583036315336,,0.014015639580975403
lug,0.014545636187904165,,0.009120142990468594,,0.01183288958918638
luo,0.012040320159485418,,0.011173934054568235,,0.011607127107026827
mos,0.017842476038822497,,0.009168950297407719,,0.013505713168115108
nya,,0.012955595761013683,0.009792349815597845,,0.011373972788305764
pcm,0.013253564387923689,0.010601973241136875,,,0.011927768814530282
sna,0.014606622522478574,0.011611249033194326,,,0.01310893577783645
swa,0.01320767446031823,0.012022540106954693,,,0.012615107283636462
tsn,,0.014175319257446972,0.009669674726865196,,0.011922496992156084
twi,0.012789545047780848,0.01260932504919765,0.008374295040994184,,0.011257721712657561
wol,,0.012719535078758781,0.011067440487749991,,0.011893487783254386
xho,0.013265677534036513,0.012972897383406234,,,0.013119287458721374
yor,,0.017424980515897914,0.010526780102736666,,0.01397588030931729
zul,,0.014032709251296183,,,0.014032709251296183
