,ORG,PER,DATE,LOC,Mean
luo,0.975042462348938,0.9802350997924805,0.9674071073532104,0.9767613410949707,0.9748615026473999
kin,0.9818161725997925,0.9774498343467712,0.9583297371864319,0.9812825918197632,0.9747195839881897
twi,0.983780562877655,0.9839079976081848,0.9485109448432922,0.9786303043365479,0.97370745241642
nya,0.9757034182548523,0.9833595752716064,0.9455349445343018,0.9613903164863586,0.9664970636367798
tsn,0.9608649611473083,0.977019727230072,0.9671663045883179,0.9586285948753357,0.9659198969602585
ibo,0.9815531373023987,0.9792504906654358,0.97896409034729,0.9106078743934631,0.9625938981771469
lug,0.9680224061012268,0.99387526512146,0.9023459553718567,0.9771928191184998,0.9603591114282608
hau,0.9737083911895752,0.9759515523910522,0.9741621017456055,0.9147533178329468,0.9596438407897949
swa,0.9532914757728577,0.9739033579826355,0.9211047291755676,0.9866861701011658,0.9587464332580566
zul,0.9718355536460876,0.9552134871482849,0.9726062417030334,0.9300310015678406,0.9574215710163116
wol,0.9690918326377869,0.9758254885673523,0.9563031792640686,0.9245012402534485,0.9564304351806641
sna,0.9711192846298218,0.9824274182319641,0.9766990542411804,0.8942914605140686,0.9561343044042587
bam,0.9478036165237427,0.9765899777412415,0.9478935599327087,0.9477599263191223,0.9550117701292038
xho,0.9543319344520569,0.9624220728874207,0.9747470021247864,0.8827435374259949,0.9435611367225647
fon,0.9662365317344666,0.9613537788391113,0.9346794486045837,0.8985378742218018,0.9402019083499908
pcm,0.9591090083122253,0.9861045479774475,0.8381750583648682,0.9753257036209106,0.9396785795688629
mos,0.9720631837844849,0.96539306640625,0.8878902792930603,0.9201087951660156,0.9363638311624527
ewe,0.9722210168838501,0.9750800728797913,0.8191450238227844,0.9614576697349548,0.9319759458303452
bbj,0.9448176622390747,0.9769190549850464,0.8922743797302246,0.8669922351837158,0.9202508330345154
yor,0.9599887132644653,0.918702244758606,0.9163234233856201,0.8459933400154114,0.9102519303560257
