,LOC,ORG,DATE,PER
bam,0.9973994493484497,0.9918503165245056,,0.9937507510185242
bbj,0.996396541595459,0.9998388886451721,,0.9859237670898438
ewe,0.9994794726371765,0.9871986508369446,,0.9751061797142029
fon,0.9969053268432617,0.9966352581977844,,0.9866335391998291
hau,0.9991908669471741,0.9947000741958618,,0.9878718256950378
ibo,0.9977291822433472,0.999780535697937,,0.9953793287277222
kin,0.9920076131820679,0.9982138872146606,,0.9978170990943909
lug,0.9787429571151733,0.9966793656349182,,0.9987500905990601
luo,0.9745873808860779,0.9904153943061829,,0.999564528465271
mos,0.987018346786499,0.993837833404541,,0.9812877774238586
nya,0.9721681475639343,0.9846798181533813,,0.9973263740539551
pcm,0.9896646738052368,0.9805276989936829,,0.9993143677711487
sna,0.9978939890861511,0.9968887567520142,,0.9979590773582458
swa,0.9874725937843323,0.9919496178627014,,0.9953927397727966
tsn,0.9896149039268494,0.9818275570869446,,0.9985018968582153
twi,0.9917844533920288,0.9992669224739075,,0.9953268766403198
wol,0.9876466989517212,0.973152220249176,,0.9967764019966125
xho,0.9983217716217041,0.9950941801071167,,0.9890211224555969
yor,0.9976537823677063,0.9994239807128906,,0.9938576817512512
zul,0.9996910095214844,0.9998066425323486,,0.9848276972770691
