,PER,DATE,LOC,ORG,Mean
twi,0.9497904777526855,0.9073585271835327,0.934750497341156,0.9593918323516846,0.9378228336572647
kin,0.9277210235595703,0.9413408041000366,0.9409041404724121,0.9306548237800598,0.9351551979780197
luo,0.9202780723571777,0.9186333417892456,0.936023473739624,0.9360841512680054,0.9277547597885132
ibo,0.9445569515228271,0.9551289081573486,0.8668996691703796,0.938679039478302,0.9263161420822144
tsn,0.922140896320343,0.936095654964447,0.8987866044044495,0.9236363172531128,0.9201648682355881
lug,0.9067925810813904,0.9107375144958496,0.939498245716095,0.9232481718063354,0.9200691282749176
nya,0.9550693035125732,0.9225301742553711,0.8488768935203552,0.9270782470703125,0.913388654589653
zul,0.8833234310150146,0.9359533786773682,0.8812920451164246,0.932043731212616,0.9081531465053558
hau,0.9308714270591736,0.937693178653717,0.8188226819038391,0.9388953447341919,0.9065706580877304
sna,0.9308741092681885,0.9444451332092285,0.8210492134094238,0.9176738262176514,0.903510570526123
swa,0.8999137878417969,0.8825337290763855,0.9282127618789673,0.8826113939285278,0.8983179181814194
wol,0.9406850934028625,0.9164008498191833,0.8009154200553894,0.9248450994491577,0.8957116156816483
xho,0.9038048982620239,0.9538271427154541,0.7957732677459717,0.9134701490402222,0.891718864440918
fon,0.9214208126068115,0.8603256940841675,0.8239372968673706,0.925509512424469,0.8827983289957047
bam,0.9302917718887329,0.891689658164978,0.8823404908180237,0.787814736366272,0.8730341643095016
mos,0.9197518825531006,0.800360918045044,0.8464086055755615,0.9166648387908936,0.8707965612411499
pcm,0.9392635822296143,0.7271251082420349,0.9355222582817078,0.8799160122871399,0.8704567402601242
ewe,0.9273430705070496,0.710383415222168,0.895754873752594,0.9322738647460938,0.8664388060569763
bbj,0.9335400462150574,0.8155288100242615,0.748248279094696,0.8960733413696289,0.848347619175911
yor,0.8414568901062012,0.8476480841636658,0.7308377623558044,0.8817887902259827,0.8254328817129135
