,PER,LOC,ORG,DATE,Mean
kin,0.9639955163002014,0.9492130279541016,0.97458416223526,0.9639765024185181,0.9629423022270203
nya,0.9751418828964233,0.9395577311515808,0.9729540944099426,0.9576594233512878,0.9613282829523087
twi,0.9715861082077026,0.9503011107444763,0.9752145409584045,0.943257212638855,0.9600897431373596
lug,0.9787032008171082,0.9483671188354492,0.95705646276474,0.9431692957878113,0.9568240195512772
luo,0.9553077816963196,0.9476417303085327,0.9597958326339722,0.9562461972236633,0.954747885465622
ibo,0.9628511071205139,0.9018882513046265,0.9607542157173157,0.9741495251655579,0.9499107748270035
zul,0.9480517506599426,0.9078958034515381,0.9586437344551086,0.9652096033096313,0.9449502229690552
swa,0.9527475237846375,0.9590882062911987,0.9358751177787781,0.9305760860443115,0.9445717334747314
tsn,0.9595890045166016,0.9206810593605042,0.9382757544517517,0.9593311548233032,0.9444692432880402
sna,0.97216796875,0.8680042624473572,0.9627562761306763,0.9733661413192749,0.9440736621618271
wol,0.9665233492851257,0.8897068500518799,0.9565417170524597,0.9530194401741028,0.941447839140892
hau,0.9658702611923218,0.8767713904380798,0.9671821594238281,0.9544601440429688,0.9410709887742996
xho,0.9545861482620239,0.8562029004096985,0.949341356754303,0.9757700562477112,0.9339751154184341
bam,0.953400194644928,0.911651074886322,0.9069778919219971,0.9325143694877625,0.9261358827352524
fon,0.9582862257957458,0.8718152642250061,0.9582507014274597,0.9085896015167236,0.9242354482412338
mos,0.9589980840682983,0.8891034722328186,0.9571595191955566,0.8784657716751099,0.9209317117929459
ewe,0.9600269198417664,0.9273984432220459,0.9584686756134033,0.8203606605529785,0.9165636748075485
pcm,0.9722095131874084,0.9375338554382324,0.9118925333023071,0.8396407961845398,0.915319174528122
bbj,0.9574083089828491,0.797258734703064,0.9386079907417297,0.8985087871551514,0.8979459553956985
yor,0.9000499844551086,0.8005392551422119,0.9408788084983826,0.9109702706336975,0.8881095796823502
