,PER,DATE,LOC,ORG,Mean
ibo,0.9999928694104129,0.9999971500331886,0.999997974945373,0.999997702137054,0.999996424131507
xho,0.9999920288299035,0.9999952309204653,0.9999963439252214,0.9999983212282314,0.9999954812259554
luo,0.9999976367991402,0.9999888845199408,0.9999978426684367,0.9999975479255385,0.999995477978264
hau,0.9999925916536012,0.9999916084357063,0.9999983122032018,0.9999975643498641,0.9999950191605934
lug,0.999994240168476,0.9999916592697161,0.9999983561917256,0.9999934532705781,0.999994427225124
sna,0.9999886537587784,0.9999908091162497,0.9999973563195858,0.9999994378551036,0.9999940642624294
twi,0.9999905496042478,0.9999891386662135,0.9999968297491142,0.999998345007054,0.9999937157566574
yor,0.999997525889554,0.9999929154821627,0.9999916115085205,0.9999922373426826,0.99999357255573
ewe,0.9999884356749605,0.9999910031039652,0.9999963182478537,0.9999981459558056,0.9999934757456463
swa,0.9999966328599945,0.9999842035019442,0.9999969041144902,0.9999957292227738,0.9999933674248007
bbj,0.9999929769524786,0.9999843697873347,0.9999976150727908,0.9999973830737179,0.9999930862215805
zul,0.9999909682250284,0.9999893950996309,0.99999925025841,0.9999913304341661,0.9999927360043088
kin,0.9999932085882145,0.9999832357457873,0.9999986523179515,0.999995605082992,0.9999926754337363
nya,0.9999856047559795,0.9999854425535069,0.9999987713157914,0.99999909742509,0.999992229012592
tsn,0.9999960944001853,0.9999788853472117,0.9999950845641289,0.9999957945563713,0.9999914647169743
mos,0.99998794157153,0.999977566566889,0.9999982024878863,0.9999977274607902,0.9999903595217738
fon,0.99999231243587,0.9999759829005815,0.9999938654418237,0.9999943975838007,0.9999891395905189
wol,0.9999894724955707,0.9999708111944008,0.9999987524184736,0.9999961049641094,0.9999887852681386
pcm,0.9999965468012334,0.9999648083357172,0.9999858938188952,0.999993190441106,0.9999851098492379
bam,0.9999657340003327,0.9999922278190516,0.9999806423268164,0.9999735134559787,0.9999780294005449
