,PER,ORG,DATE,LOC,Mean
kin,0.9649950425247327,0.9887861880694292,0.979589708955525,0.9774488281377108,0.9777049419218494
luo,0.9603260659348645,0.9918447119001856,0.9781877267652151,0.9744023747146818,0.9761902198287368
swa,0.9606114336835176,0.9913006484326259,0.971739282455368,0.980279093673152,0.9759826145611659
twi,0.9629981500629643,0.9928295232715527,0.9763295817651692,0.9717303353491203,0.9759718976122017
lug,0.9594691703347098,0.9844700124985206,0.9739882458246648,0.985948966956816,0.9759690989036778
ibo,0.9578525112160355,0.9891801881226663,0.9878455190496922,0.9617710270741713,0.9741623113656412
nya,0.9589745332756023,0.9900207758627683,0.9747739502121943,0.9579786604158946,0.9704369799416148
tsn,0.9621233944796401,0.9893244659486466,0.9793037963622937,0.947007535171682,0.9694397979905656
sna,0.948710607019382,0.9894064853680158,0.9943496727008411,0.9411830663424804,0.9684124578576798
zul,0.9593334423822375,0.9833550840092549,0.981393834559069,0.9456162109028541,0.9674246429633538
xho,0.9648370344248325,0.9799557536794412,0.9941122203452475,0.9177296696698679,0.9641586695298473
hau,0.9603898800681402,0.9820483935243469,0.985404350237146,0.9272368964157883,0.9637698800613553
ewe,0.9577279794668957,0.9891113330067762,0.9365328772309837,0.9715535104107935,0.9637314250288622
wol,0.9625031837722674,0.9841800594153999,0.9797055308469417,0.9281867772719278,0.9636438878266342
pcm,0.9627902184147552,0.9863998293287959,0.9217856993113737,0.9752851014246195,0.9615652121198861
bam,0.9523950273875752,0.9761319080908508,0.9682773135536095,0.9467348761933105,0.9608847813063365
fon,0.9602929176168115,0.9848176842301811,0.9658135358702934,0.9309574764427384,0.9604704035400061
mos,0.9579740753164792,0.9853632335500858,0.948715439587512,0.9330710844607905,0.9562809582287168
bbj,0.9626961974929941,0.9708574700596286,0.9405994980094315,0.9010539227875752,0.9438017720874075
yor,0.9384783732647107,0.9799508665894029,0.9633579770846818,0.8849754580462463,0.9416906687462605
