,ORG,DATE,PER,LOC
bam,0.9999846816062927,0.9999766945838928,0.9999983310699463,0.9999837279319763
bbj,0.9999985694885254,0.9999964833259583,0.9999976754188538,0.999981701374054
ewe,0.9999987483024597,0.9999890327453613,0.9999985098838806,0.9999808073043823
fon,0.9999979138374329,0.9999936819076538,0.9999956488609314,0.9999721646308899
hau,0.9999954700469971,0.9999915361404419,0.9999955296516418,0.9999648928642273
ibo,0.9999984502792358,0.9999974370002747,0.9999940991401672,0.999981701374054
kin,0.9999960660934448,0.9999980926513672,0.9999956488609314,0.9999977350234985
lug,0.9999867081642151,0.9999937415122986,0.9999969005584717,0.9999898076057434
luo,0.999996542930603,0.9999949336051941,0.9999959468841553,0.9999905228614807
mos,0.9999948143959045,0.9999942779541016,0.9999975562095642,0.9999696612358093
nya,0.9999955892562866,0.9999915957450867,0.9999987483024597,0.9999669194221497
pcm,0.9999899864196777,0.9999790787696838,0.999996542930603,0.9999740123748779
sna,0.9999926686286926,0.9999945163726807,0.9999889731407166,0.9999834895133972
swa,0.9999899864196777,0.9999808669090271,0.9999939203262329,0.9999966621398926
tsn,0.9999961256980896,0.9999939203262329,0.9999960064888,0.9999881386756897
twi,0.9999977946281433,0.9999962449073792,0.9999982714653015,0.9999938011169434
wol,0.9999893307685852,0.999995231628418,0.9999988675117493,0.9999719262123108
xho,0.9999954104423523,0.9999909400939941,0.9999918937683105,0.9999783039093018
yor,0.9999960064888,0.9999886751174927,0.9999949336051941,0.9999638795852661
zul,0.9999960064888,0.9999950528144836,0.9999887943267822,0.9999876618385315
