Language,Cosine_Similarity
lug,0.96218944
kin,0.94138443
twi,0.93994766
swa,0.93615335
ewe,0.92704046
luo,0.92402476
bam,0.9173275
ibo,0.91144854
pcm,0.90974
nya,0.9097296
tsn,0.90560365
mos,0.87065744
hau,0.86963534
zul,0.86363053
sna,0.8574471
wol,0.8493967
xho,0.8475119
fon,0.8324494
bbj,0.81240845
yor,0.75028753
