,PER,DATE,LOC,ORG
bam,0.999931812286377,0.9997979998588562,0.9998652935028076,0.9998183846473694
bbj,0.9999440312385559,0.9995923042297363,0.9997051954269409,0.9997780919075012
ewe,0.9999403953552246,0.9987788796424866,0.9999098181724548,0.999874472618103
fon,0.9999056458473206,0.9998118877410889,0.9997948408126831,0.9998099207878113
hau,0.999873161315918,0.9999008178710938,0.9997942447662354,0.9999492168426514
ibo,0.9999533295631409,0.999926745891571,0.9996877312660217,0.9998510479927063
kin,0.9999567866325378,0.9998335242271423,0.9999291300773621,0.9999284744262695
lug,0.9999828934669495,0.9995463490486145,0.9999476671218872,0.9997368454933167
luo,0.9999552369117737,0.9997947812080383,0.999949038028717,0.9998171925544739
mos,0.9998146891593933,0.9995340704917908,0.9998065829277039,0.9999181032180786
nya,0.9999648332595825,0.9995408654212952,0.9998900294303894,0.9998229146003723
pcm,0.9999607801437378,0.9990593791007996,0.9999290704727173,0.9996711015701294
sna,0.9999268054962158,0.9996962547302246,0.9995861053466797,0.999893844127655
swa,0.9999493360519409,0.9994070529937744,0.9999650716781616,0.9996406435966492
tsn,0.9999562501907349,0.9997222423553467,0.9999262094497681,0.9996798634529114
twi,0.9999668598175049,0.9996635317802429,0.9999662637710571,0.9999047517776489
wol,0.9999166131019592,0.9998828768730164,0.9997883439064026,0.9997788071632385
xho,0.9998031854629517,0.9998442530632019,0.9993706345558167,0.9998552203178406
yor,0.9998346567153931,0.999791145324707,0.9993983507156372,0.999915599822998
zul,0.9997082352638245,0.9998631477355957,0.9996811747550964,0.9999194145202637
