,LOC,PER,DATE,ORG,Mean
kin,0.9864726904391522,0.9945551196951994,0.9914490446683151,0.9965726035348998,0.9922623645843917
twi,0.9837645424215177,0.9957078097154398,0.990535972326872,0.9955443842702871,0.9913881771835291
ibo,0.9791749481546896,0.9946849332185783,0.99471238428415,0.9928855081679184,0.9903644434563341
luo,0.9817121090443923,0.9960213188457531,0.9874700667236719,0.995364303182017,0.9901419494489585
tsn,0.9780376897317818,0.9944360265759764,0.9925763131628269,0.9953377366441839,0.9900969415286923
lug,0.9862358980325387,0.9974829395582855,0.9895538105086915,0.9834887858424968,0.9891903584855032
ewe,0.9779618237155857,0.9955895810763249,0.9866545616563952,0.9948365993949888,0.9887606414608237
swa,0.9906317333334012,0.995783577564171,0.9780855240372318,0.9893392196511762,0.988460013646495
sna,0.9743245182254006,0.992110510846882,0.9925482851383586,0.9947528772186158,0.9884340478573141
zul,0.9744643187519025,0.9924459971289356,0.9874503166971238,0.9952584623348371,0.9874047737281997
nya,0.9747742470974037,0.9916456429345705,0.9863385731090674,0.9968332099882151,0.987397918282314
xho,0.9654589302449982,0.9940936252181158,0.9937427793626747,0.9929635987138844,0.9865647333849183
wol,0.9666481987129033,0.9943177134470957,0.9907893796529939,0.9942944613992027,0.9865124383030489
mos,0.9589922870620675,0.9954904209805548,0.9856628902804883,0.9950250182811617,0.983792654151068
yor,0.9581473752589388,0.9908805143836312,0.9898918200441396,0.9943154292195759,0.9833087847265713
pcm,0.9813425253682185,0.996863072726466,0.9668362776573651,0.9880642900289374,0.9832765414452467
bam,0.9689487476385761,0.9934230376102741,0.9832191670306861,0.9866101742752087,0.9830502816386862
bbj,0.9578882500222916,0.9961823547983131,0.9819584598804804,0.9903383401878652,0.9815918512222375
fon,0.9607049028189589,0.9951329191433872,0.9767544144153495,0.9928319094858468,0.9813560364658857
hau,0.9622760522779316,0.994180907080597,0.9780886388104646,0.983311380501085,0.9794642446675196
