,PER,LOC,ORG,DATE,SWD_mean
bam,0.006302929125013179,0.005796600945359387,0.009262253387532837,0.007462889506768988,0.007206168241168598
bbj,0.00506945604502107,0.009069210002962791,0.006065603058686975,0.007356769634952798,0.006890259685405908
ewe,0.004723622785604675,0.00685020204355169,0.005035832004068652,0.0072349490837950725,0.005961151479255022
fon,0.005944889661805064,0.008306223725412565,0.006266468881221954,0.00807266129186246,0.0071475608900755105
hau,0.005744677549955668,0.0075132644533368875,0.00586101651606441,0.007998033448984643,0.006779247992085402
ibo,0.005205757565363456,0.008382131115467928,0.005412124517533812,0.005859249669811106,0.006214815717044075
kin,0.005694923695045873,0.00513470056512233,0.004586826522881893,0.005823383419055972,0.005309958550526517
lug,0.003973538763148099,0.005044447249019868,0.007110178463335615,0.0076916296661693195,0.005954948535418225
luo,0.00612530336547934,0.005574685716055683,0.00582032594275006,0.005636484871956782,0.005789199974060466
mos,0.006639636713316577,0.007274219339251431,0.0055571240004610445,0.008635865561700484,0.007026711403682384
nya,0.005126851793647802,0.006867903919555829,0.005492060173310165,0.007390768375444168,0.006219396065489491
pcm,0.004427275574471423,0.0056741625785434735,0.0062028540451137815,0.009312191351455112,0.006404120887395948
sna,0.005130185186317249,0.008652834947952215,0.005939516233411268,0.0061777161167810846,0.006475063121115454
swa,0.005391569206949498,0.004321977874951699,0.006698721424527321,0.010701632475957013,0.006778475245596383
tsn,0.005554230554480455,0.006306239669356728,0.006314260847830155,0.006186519918628619,0.006090312747573989
twi,0.004740022334317473,0.004952072135893104,0.004466815069463337,0.007986009887190448,0.005536229856716091
wol,0.00600110367167872,0.00776818150507097,0.005721250846818293,0.006334184833576728,0.006456180214286178
xho,0.005677375013419805,0.008751323672186118,0.006934876857030758,0.006432287333154818,0.006948965718947875
yor,0.007238265722662618,0.008773422362992278,0.005961585282420856,0.007100064115093119,0.007268334370792218
zul,0.0051863048106497445,0.007871188568969956,0.006171097805690806,0.006572286064056243,0.006450219312341687
