,ORG,PER,LOC,DATE,Mean
kin,0.7934053,0.66476965,0.7566564,0.7920618,0.7517233
lug,0.7944652,0.6653213,0.7468197,0.78432715,0.74773335
sna,0.775433,0.6546736,0.7547636,0.7794632,0.7410834
nya,0.79432017,0.6625669,0.74130386,0.76332736,0.7403796
luo,0.76501,0.6644065,0.7373555,0.77753377,0.7360764
wol,0.75744057,0.6555175,0.74062324,0.77773166,0.73282826
tsn,0.76450384,0.66326123,0.71742904,0.7725002,0.7294236
ibo,0.748793,0.6576942,0.7330666,0.7691181,0.72716796
xho,0.7587981,0.6598559,0.738362,0.7430354,0.72501284
zul,0.75849235,0.65744615,0.72896695,0.74804556,0.72323775
twi,0.76547396,0.6646665,0.7182968,0.74240947,0.7227117
ewe,0.7495369,0.6640118,0.71667373,0.7370159,0.7168096
mos,0.7536413,0.6608519,0.7238889,0.7287032,0.7167713
pcm,0.75614834,0.6663804,0.7329947,0.7087374,0.71606517
swa,0.74048275,0.67531556,0.72199416,0.7206068,0.71459985
hau,0.7488762,0.6641951,0.72361624,0.70981216,0.711625
bam,0.7242755,0.65670586,0.72571933,0.73673046,0.71085787
yor,0.73310614,0.65571505,0.70905244,0.73529935,0.70829326
fon,0.73649716,0.6606323,0.7072467,0.6956073,0.6999959
bbj,0.7091102,0.65950775,0.70152485,0.709328,0.6948677
