,DATE,LOC,PER,ORG,Mean
kin,0.9847110156514387,0.9881243028034654,0.9842990271004163,0.9895642692030822,0.9866746536896006
lug,0.9799969046506287,0.9887687452486077,0.9948702575268563,0.9783220900407295,0.9854894993667056
sna,0.9838357099903566,0.9757347915522822,0.9896275951006662,0.990912573742222,0.9850276675963817
nya,0.9763372175761643,0.9798336283692785,0.9896931844451597,0.9919637557564931,0.9844569465367738
twi,0.9758368996241119,0.9800829767378387,0.9890364153721694,0.992089963878864,0.9842615639032459
luo,0.9742248148052493,0.9827612649396146,0.9875914408184048,0.987579214187033,0.9830391836875754
tsn,0.9773521368610122,0.9628933323635551,0.988023094001337,0.988504911853252,0.979193368769789
ibo,0.9782513445421053,0.9676772043178596,0.9856194319820157,0.982750896837587,0.9785747194198919
zul,0.9683591098142351,0.9700288758404273,0.9848288129221695,0.988717354929888,0.97798353837668
mos,0.9697491422202359,0.959856483993871,0.9879279434043506,0.9880552202103605,0.9763971974572045
ewe,0.966347243820451,0.9622465565523073,0.9870513383665264,0.9859441747937467,0.9753973283832578
wol,0.9713918498736768,0.9624021934893479,0.9866226458378917,0.9808606189742238,0.975319327043785
xho,0.9721313825562539,0.9663472529057109,0.9797412384348928,0.9825102212064516,0.9751825237758274
bam,0.9685991646344843,0.9629561693971541,0.9875038625217016,0.9731081075473195,0.9730418260251648
yor,0.9649292635747057,0.9486288036120937,0.9782460871039119,0.9876498505467621,0.9698635012093684
pcm,0.9245070474482824,0.9739071500896394,0.9891629398061592,0.9744752523959263,0.9655130974350019
swa,0.9421117977057927,0.9626573264781415,0.9819161360497495,0.973046275413426,0.9649328839117773
fon,0.9406643160095886,0.9519004963368048,0.9859780012451183,0.980350020045291,0.9647232084092008
hau,0.9346692021996809,0.9514109268252148,0.9877692768996456,0.9773305384828108,0.9627949861018379
bbj,0.9482270295578261,0.9384567552307345,0.9831147175073182,0.9727990006791203,0.9606493757437498
