layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9733185833105309
2,xlmr,top5,twi,0.9731096602182207
2,xlmr,top5,sna,0.9700144638695702
2,xlmr,top5,lug,0.9677565645899587
2,xlmr,top5,ibo,0.967150947257192
2,xlmr,worst5,hau,0.9401931320686367
2,xlmr,worst5,pcm,0.9421860938827995
2,xlmr,worst5,fon,0.9440796929177571
2,xlmr,worst5,bbj,0.9453187868278417
2,xlmr,worst5,yor,0.9469692682691383
3,xlmr,top5,kin,0.9829457886571917
3,xlmr,top5,twi,0.9824819388775454
3,xlmr,top5,sna,0.9809692405321627
3,xlmr,top5,lug,0.9791363179427899
3,xlmr,top5,nya,0.9784490986395027
3,xlmr,worst5,hau,0.9597647003131191
3,xlmr,worst5,pcm,0.9607403372559357
3,xlmr,worst5,fon,0.9635979769375487
3,xlmr,worst5,swa,0.9636768516557537
3,xlmr,worst5,bbj,0.9643007852377817
10,xlmr,top5,kin,0.9866746536896006
10,xlmr,top5,lug,0.9854894993667056
10,xlmr,top5,sna,0.9850276675963817
10,xlmr,top5,nya,0.9844569465367738
10,xlmr,top5,twi,0.9842615639032459
10,xlmr,worst5,bbj,0.9606493757437498
10,xlmr,worst5,hau,0.9627949861018379
10,xlmr,worst5,fon,0.9647232084092008
10,xlmr,worst5,swa,0.9649328839117773
10,xlmr,worst5,pcm,0.9655130974350019
12,xlmr,top5,kin,0.9990479989008682
12,xlmr,top5,sna,0.9989653627840647
12,xlmr,top5,nya,0.9989068824710777
12,xlmr,top5,luo,0.9988893567345907
12,xlmr,top5,lug,0.9987421256665413
12,xlmr,worst5,bbj,0.9961424345786996
12,xlmr,worst5,fon,0.9962162943694626
12,xlmr,worst5,hau,0.9967487982766686
12,xlmr,worst5,swa,0.9970821683147972
12,xlmr,worst5,yor,0.9972295594549392
