,ORG,PER,DATE,LOC,Mean
lug,0.99963766,0.9998657,0.9992999,0.99978936,0.9996481
kin,0.9996047,0.9996358,0.9992621,0.9996383,0.99953526
nya,0.9995902,0.999554,0.99915165,0.9994778,0.9994434
luo,0.9994053,0.9995096,0.9991705,0.99953216,0.99940443
sna,0.9994857,0.99920076,0.9992609,0.9995198,0.99936676
tsn,0.99949056,0.9995268,0.99912643,0.9989555,0.9992748
wol,0.9991946,0.9993958,0.99894285,0.99934566,0.9992198
zul,0.9990928,0.9991981,0.9986389,0.9991066,0.99900913
xho,0.9987335,0.9990955,0.9983696,0.9989271,0.99878144
ibo,0.99875945,0.99903446,0.998627,0.9986676,0.99877214
bam,0.9984204,0.9990981,0.9986494,0.99870193,0.9987174
twi,0.9989076,0.9992149,0.9982514,0.9984842,0.9987145
ewe,0.9987335,0.9990878,0.9983229,0.998651,0.99869883
mos,0.99880713,0.99880296,0.99810624,0.998602,0.99857956
pcm,0.9988004,0.9993388,0.9974574,0.9986495,0.9985615
hau,0.998486,0.9991382,0.9971092,0.99837995,0.9982783
swa,0.99823576,0.99914193,0.9975868,0.99791205,0.99821913
yor,0.99835074,0.9984291,0.9977615,0.9980122,0.9981384
bbj,0.99718523,0.9986357,0.9967579,0.99733675,0.99747896
fon,0.99781156,0.9983513,0.9963876,0.99735814,0.9974771
