,PER,LOC,ORG,DATE,Mean
lug,0.9998453,0.99978054,0.9996254,0.9994104,0.99966544
kin,0.9995985,0.99958354,0.9995542,0.9992698,0.99950147
nya,0.9995529,0.99945056,0.9994621,0.9991834,0.99941224
luo,0.9994118,0.99949783,0.9992186,0.99916565,0.9993235
sna,0.9991422,0.9994911,0.9994177,0.9992067,0.9993145
tsn,0.99949306,0.998907,0.9993507,0.9991665,0.9992293
wol,0.9994117,0.99929,0.9991065,0.99890655,0.9991787
zul,0.9990964,0.9990648,0.99902123,0.99867904,0.9989654
ibo,0.9990043,0.9988402,0.99864984,0.9987269,0.9988053
xho,0.9990973,0.9989888,0.9986727,0.99842966,0.9987972
twi,0.9991513,0.9987035,0.9989084,0.99839675,0.99879
bam,0.9991643,0.99867344,0.99847525,0.9985946,0.9987269
ewe,0.9989502,0.9984789,0.9989029,0.9984077,0.998685
pcm,0.9992691,0.9985352,0.9986681,0.9975459,0.9985046
mos,0.99873364,0.99851507,0.9987126,0.9979514,0.9984782
swa,0.9991077,0.99780124,0.9982051,0.99772644,0.99821013
hau,0.9991326,0.99851114,0.99836725,0.9967497,0.99819016
yor,0.99856573,0.9977995,0.9982652,0.9979316,0.9981406
bbj,0.9986584,0.997196,0.99753344,0.99690455,0.9975731
fon,0.99823153,0.9970658,0.9980085,0.9961777,0.99737084
