,LOC,DATE,ORG,PER
bam,0.7656378746032715,,0.6907221078872681,
bbj,0.5625889897346497,,0.7093654870986938,
ewe,,,0.7550297379493713,0.8073196411132812
fon,0.7305635213851929,,0.7559524774551392,0.7727453708648682
hau,0.720944881439209,,0.8066533803939819,0.868720293045044
ibo,0.7235892415046692,,0.7811771035194397,
kin,0.7345790266990662,,0.833435595035553,0.8610265851020813
lug,,,0.8359136581420898,0.8340259194374084
luo,,,0.7184349298477173,0.8226742744445801
mos,,,0.7636911869049072,0.8194286227226257
nya,0.7524813413619995,,0.8198409080505371,0.8746675252914429
pcm,0.6794506311416626,,,0.8459808230400085
sna,0.7633803486824036,,0.8037890791893005,0.8420363068580627
swa,0.7903811931610107,,0.7789289951324463,0.8321813344955444
tsn,0.6963294744491577,,0.8009169101715088,
twi,0.7638741731643677,,0.8371758460998535,0.87627112865448
wol,0.6853482723236084,,0.7368531823158264,0.829870879650116
xho,0.680160403251648,,,0.709676206111908
yor,0.5137736201286316,,0.7169426679611206,
zul,0.648844301700592,,,0.8253694772720337
